店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
C,20010423,161855,1000161,00087C,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102,20014
D,20010423,161855,1000173,00087D,0000217,1,11,1121,112111,0522,052201,313,407,6,2442,1878,564,20014
A,20010423,161855,1000183,00087A,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20014
B,20010423,161855,1000195,00087B,0000225,1,11,1101,110105,0079,007901,111,145,1,145,111,34,20014
C,20010423,161855,1000161,00087C,0000429,1,11,1119,111997,1117,111700,295,384,4,1536,1180,356,20014
D,20010423,184521,1000174,00088D,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51,20014
A,20010423,161855,1000183,00087A,0000225,1,11,1101,110105,0079,007901,111,145,1,145,111,34,20014
B,20010423,184521,1000196,00088B,0000607,1,11,1118,111805,1145,114502,405,527,1,527,405,122,20014
C,20010423,161855,1000161,00087C,0000217,1,11,1121,112111,0522,052201,313,407,1,407,313,94,20014
D,20010423,184521,1000174,00088D,0000323,1,14,1406,140697,1714,171400,327,606,1,606,327,279,20014
A,20010423,184521,1000184,00088A,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20014
B,20010423,184521,1000196,00088B,0000464,1,11,1102,110297,0542,054202,500,924,3,2772,1500,1272,20014
C,20010423,184521,1000162,00088C,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51,20014
D,20010423,184521,1000174,00088D,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150,20014
A,20010423,184521,1000184,00088A,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46,20014
B,20010423,184521,1000196,00088B,0000323,1,14,1406,140697,1714,171400,327,445,1,445,327,118,20014
C,20010423,184521,1000162,00088C,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20014
D,20010423,184521,1000174,00088D,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58,20014
A,20010423,184521,1000184,00088A,0000607,1,11,1118,111805,1145,114502,405,527,1,527,405,122,20014
B,20010423,184521,1000196,00088B,0000637,1,11,1101,110101,1126,112600,170,221,2,442,340,102,20014
C,20010423,184521,1000162,00088C,0000282,1,11,1118,111801,0112,011201,153,199,2,398,306,92,20014
D,20010423,184521,1000174,00088D,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119,20014
A,20010423,184521,1000184,00088A,0000328,1,14,1404,140405,1987,198701,191,314,3,942,573,369,20014
B,20010423,184521,1000196,00088B,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20014
C,20010423,184521,1000162,00088C,0000607,1,11,1118,111805,1145,114502,405,527,5,2635,2025,610,20014
D,20010423,184521,1000174,00088D,0000362,1,11,1119,111901,0171,017104,222,361,1,361,222,139,20014
A,20010423,184521,1000184,00088A,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51,20014
B,20010423,184521,1000196,00088B,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58,20014
C,20010423,184521,1000162,00088C,0000323,1,14,1406,140697,1714,171400,327,514,1,514,327,187,20014
D,20010423,184521,1000174,00088D,0000504,1,11,1121,112113,0358,035804,297,438,1,438,297,141,20014
A,20010423,184521,1000184,00088A,0000281,1,14,1403,140305,1501,150100,206,268,1,268,206,62,20014
B,20010423,184521,1000196,00088B,0000443,1,13,1301,130121,1886,188600,395,671,6,4026,2370,1656,20014
C,20010423,184521,1000162,00088C,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150,20014
D,20010423,184521,1000174,00088D,0000186,1,11,1102,110203,1433,143303,251,327,1,327,251,76,20014
A,20010423,184521,1000184,00088A,0000443,1,13,1301,130121,1886,188600,395,608,1,608,395,213,20014
B,20010423,184521,1000196,00088B,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46,20014
C,20010423,184521,1000162,00088C,0000186,1,11,1102,110203,1433,143303,251,327,5,1635,1255,380,20014
D,20010423,184521,1000174,00088D,0000607,1,11,1118,111805,1145,114502,405,527,1,527,405,122,20014
A,20010423,184521,1000184,00088A,0000362,1,11,1119,111901,0171,017104,222,391,1,391,222,169,20014
B,20010423,184521,1000196,00088B,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20014
C,20010423,184521,1000162,00088C,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20014
D,20010423,184521,1000174,00088D,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139,20014
A,20010423,184521,1000184,00088A,0000480,1,13,1301,130131,1492,149206,320,501,1,501,320,181,20014
B,20010423,184521,1000196,00088B,0000281,1,14,1403,140305,1501,150100,206,268,1,268,206,62,20014
C,20010423,184521,1000162,00088C,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139,20014
D,20010423,184521,1000174,00088D,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20014
A,20010423,184521,1000184,00088A,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139,20014
B,20010423,184521,1000196,00088B,0000151,1,13,1303,130303,0165,016502,463,602,1,602,463,139,20014
C,20010423,184521,1000162,00088C,0000281,1,14,1403,140305,1501,150100,206,268,6,1608,1236,372,20014
D,20010423,184521,1000174,00088D,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46,20014
A,20010423,184521,1000184,00088A,0000464,1,11,1102,110297,0542,054202,500,782,1,782,500,282,20014
B,20010423,113104,1000199,00201B,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68,20014
C,20010423,184521,1000162,00088C,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67,20014
D,20010423,184521,1000174,00088D,0000281,1,14,1403,140305,1501,150100,206,268,6,1608,1236,372,20014
A,20010423,184521,1000184,00088A,0000186,1,11,1102,110203,1433,143303,251,327,1,327,251,76,20014
B,20010423,184521,1000196,00088B,0000186,1,11,1102,110203,1433,143303,251,327,5,1635,1255,380,20014
C,20010423,184521,1000162,00088C,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58,20014
D,20010423,161855,1000173,00087D,0000225,1,11,1101,110105,0079,007901,111,145,4,580,444,136,20014
A,20010423,184521,1000184,00088A,0000323,1,14,1406,140697,1714,171400,327,525,5,2625,1635,990,20014
B,20010423,113104,1000199,00201B,0000481,1,11,1103,110301,1896,189601,98,158,1,158,98,60,20014
C,20010424,115555,1000167,00056C,0000624,1,11,1101,110115,1820,182004,362,471,5,2355,1810,545,20014
D,20010424,105741,1000178,00041D,0000391,1,11,1111,111111,0052,005200,191,249,1,249,191,58,20014
A,20010424,105741,1000188,00041A,0000428,1,11,1107,110791,0126,012600,215,280,4,1120,860,260,20014
B,20010424,115555,1000201,00056B,0000624,1,11,1101,110115,1820,182004,362,471,1,471,362,109,20014
C,20010424,105741,1000166,00041C,0000634,1,11,1115,111503,0554,055401,183,238,5,1190,915,275,20014
D,20010424,105741,1000178,00041D,0000396,1,14,1401,140103,1489,148900,404,526,1,526,404,122,20014
A,20010424,105741,1000188,00041A,0000391,1,11,1111,111111,0052,005200,191,281,1,281,191,90,20014
B,20010424,105741,1000200,00041B,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55,20014
C,20010424,105741,1000166,00041C,0000505,1,11,1108,110803,0085,008500,194,253,4,1012,776,236,20014
D,20010424,105741,1000178,00041D,0000505,1,11,1108,110803,0085,008500,194,253,5,1265,970,295,20014
A,20010424,105741,1000188,00041A,0000505,1,11,1108,110803,0085,008500,194,253,1,253,194,59,20014
B,20010424,105741,1000200,00041B,0000505,1,11,1108,110803,0085,008500,194,315,1,315,194,121,20014
C,20010424,105741,1000166,00041C,0000396,1,14,1401,140103,1489,148900,404,526,6,3156,2424,732,20014
D,20010424,105741,1000178,00041D,0000634,1,11,1115,111503,0554,055401,183,273,1,273,183,90,20014
A,20010424,105741,1000188,00041A,0000396,1,14,1401,140103,1489,148900,404,526,2,1052,808,244,20014
B,20010424,105741,1000200,00041B,0000396,1,14,1401,140103,1489,148900,404,526,6,3156,2424,732,20014
C,20010424,105741,1000166,00041C,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65,20014
D,20010424,115555,1000179,00056D,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20014
A,20010424,105741,1000188,00041A,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55,20014
B,20010424,105741,1000200,00041B,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65,20014
C,20010424,105741,1000166,00041C,0000391,1,11,1111,111111,0052,005200,191,265,7,1855,1337,518,20014
D,20010424,115555,1000179,00056D,0000570,1,14,1402,140209,0934,093400,77,101,1,101,77,24,20014
A,20010424,115555,1000189,00056A,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114,20014
B,20010424,105741,1000200,00041B,0000391,1,11,1111,111111,0052,005200,191,305,1,305,191,114,20014
C,20010424,115555,1000167,00056C,0000188,1,11,1119,111901,1415,141500,251,327,2,654,502,152,20014
D,20010424,115555,1000179,00056D,0000320,1,14,1403,140327,1903,190301,95,124,5,620,475,145,20014
A,20010424,115555,1000189,00056A,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
B,20010424,115555,1000201,00056B,0000320,1,14,1403,140327,1903,190301,95,124,1,124,95,29,20014
C,20010424,115555,1000167,00056C,0000320,1,14,1403,140327,1903,190301,95,124,1,124,95,29,20014
D,20010424,115555,1000179,00056D,0000188,1,11,1119,111901,1415,141500,251,327,1,327,251,76,20014
A,20010424,115555,1000189,00056A,0000391,1,11,1111,111111,0052,005200,191,281,1,281,191,90,20014
B,20010424,115555,1000201,00056B,0000194,1,11,1121,112111,0321,032101,246,320,5,1600,1230,370,20014
C,20010424,115555,1000167,00056C,0000391,1,11,1111,111111,0052,005200,191,265,2,530,382,148,20014
D,20010424,115555,1000179,00056D,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114,20014
A,20010424,115555,1000189,00056A,0000570,1,14,1402,140209,0934,093400,77,101,1,101,77,24,20014
B,20010424,115555,1000201,00056B,0000391,1,11,1111,111111,0052,005200,191,305,1,305,191,114,20014
C,20010424,115555,1000167,00056C,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20014
D,20010424,115555,1000179,00056D,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
A,20010424,115555,1000189,00056A,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20014
B,20010424,115555,1000201,00056B,0000188,1,11,1119,111901,1415,141500,251,327,1,327,251,76,20014
C,20010424,115555,1000167,00056C,0000570,1,14,1402,140209,0934,093400,77,133,1,133,77,56,20014
D,20010424,115555,1000179,00056D,0000391,1,11,1111,111111,0052,005200,191,249,6,1494,1146,348,20014
A,20010424,115555,1000189,00056A,0000624,1,11,1101,110115,1820,182004,362,471,1,471,362,109,20014
B,20010424,115555,1000201,00056B,0000570,1,14,1402,140209,0934,093400,77,101,1,101,77,24,20014
C,20010424,115555,1000167,00056C,0000346,1,13,1301,130129,0518,051802,380,494,6,2964,2280,684,20014
D,20010424,115555,1000179,00056D,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88,20014
A,20010424,115555,1000189,00056A,0000320,1,14,1403,140327,1903,190301,95,124,1,124,95,29,20014
B,20010424,115555,1000201,00056B,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
C,20010424,115555,1000167,00056C,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
D,20010424,115555,1000179,00056D,0000624,1,11,1101,110115,1820,182004,362,471,1,471,362,109,20014
A,20010424,115555,1000189,00056A,0000188,1,11,1119,111901,1415,141500,251,327,1,327,251,76,20014
B,20010424,115555,1000201,00056B,0000367,1,11,1106,110697,0048,004803,292,485,1,485,292,193,20014
C,20010424,115555,1000167,00056C,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88,20014
D,20010424,105741,1000178,00041D,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65,20014
A,20010424,115555,1000189,00056A,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88,20014
B,20010424,115555,1000201,00056B,0000346,1,13,1301,130129,0518,051802,380,555,1,555,380,175,20014
C,20010425,204351,1000168,00043C,0000323,1,14,1406,140697,1714,171400,327,514,1,514,327,187,20014
D,20010425,111922,1000181,00200D,0000694,1,14,1403,140307,0921,092100,282,367,1,367,282,85,20014
A,20010425,111922,1000191,00200A,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112,20014
B,20010425,204351,1000202,00043B,0000577,1,11,1115,111511,1880,188002,160,259,7,1813,1120,693,20014
C,20010425,111922,1000169,00200C,0000391,1,11,1111,111111,0052,005200,191,307,4,1228,764,464,20014
D,20010425,111922,1000181,00200D,0000544,1,14,1404,140403,1717,171700,438,794,6,4764,2628,2136,20014
A,20010425,111922,1000191,00200A,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92,20014
B,20010425,111922,1000203,00200B,0000391,1,11,1111,111111,0052,005200,191,305,1,305,191,114,20014
C,20010425,111922,1000169,00200C,0000594,1,11,1113,111303,1991,199103,248,323,3,969,744,225,20014
D,20010425,111922,1000181,00200D,0000391,1,11,1111,111111,0052,005200,191,249,1,249,191,58,20014
A,20010425,111922,1000191,00200A,0000452,1,11,1108,110802,0506,050602,235,384,1,384,235,149,20014
B,20010425,111922,1000203,00200B,0000521,1,11,1103,110303,1080,108004,254,331,5,1655,1270,385,20014
C,20010425,111922,1000169,00200C,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92,20014
D,20010425,111922,1000181,00200D,0000526,1,14,1403,140317,1788,178802,346,450,1,450,346,104,20014
A,20010425,111922,1000191,00200A,0000391,1,11,1111,111111,0052,005200,191,281,1,281,191,90,20014
B,20010425,111922,1000203,00200B,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92,20014
C,20010425,111922,1000169,00200C,0000526,1,14,1403,140317,1788,178802,346,450,1,450,346,104,20014
D,20010425,111922,1000181,00200D,0000475,1,11,1101,110135,1067,106705,243,511,1,511,243,268,20014
A,20010425,111922,1000191,00200A,0000594,1,11,1113,111303,1991,199103,248,323,1,323,248,75,20014
B,20010425,111922,1000203,00200B,0000694,1,14,1403,140307,0921,092100,282,367,3,1101,846,255,20014
C,20010425,204351,1000168,00043C,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123,20014
D,20010425,204351,1000180,00043D,0000401,1,11,1121,112105,1216,121600,265,345,1,345,265,80,20014
A,20010425,111922,1000191,00200A,0000526,1,14,1403,140317,1788,178802,346,450,3,1350,1038,312,20014
B,20010425,204351,1000202,00043B,0000347,1,11,1119,111905,1646,164603,297,485,1,485,297,188,20014
C,20010425,111922,1000169,00200C,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112,20014
D,20010425,111922,1000181,00200D,0000594,1,11,1113,111303,1991,199103,248,323,1,323,248,75,20014
A,20010425,111922,1000191,00200A,0000694,1,14,1403,140307,0921,092100,282,367,1,367,282,85,20014
B,20010425,111922,1000203,00200B,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112,20014
C,20010425,111922,1000169,00200C,0000521,1,11,1103,110303,1080,108004,254,331,4,1324,1016,308,20014
D,20010425,111922,1000181,00200D,0000560,1,11,1101,110133,1053,105300,373,485,5,2425,1865,560,20014
A,20010425,111922,1000191,00200A,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73,20014
B,20010425,111922,1000203,00200B,0000452,1,11,1108,110802,0506,050602,235,413,1,413,235,178,20014
C,20010425,111922,1000169,00200C,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,20014
D,20010425,111922,1000181,00200D,0000521,1,11,1103,110303,1080,108004,254,331,5,1655,1270,385,20014
A,20010425,111922,1000191,00200A,0000521,1,11,1103,110303,1080,108004,254,331,4,1324,1016,308,20014
B,20010425,111922,1000203,00200B,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,20014
C,20010425,111922,1000169,00200C,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73,20014
D,20010425,204351,1000180,00043D,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74,20014
A,20010425,111922,1000191,00200A,0000544,1,14,1404,140403,1717,171700,438,570,6,3420,2628,792,20014
B,20010425,111922,1000203,00200B,0000475,1,11,1101,110135,1067,106705,243,316,4,1264,972,292,20014
C,20010425,111922,1000169,00200C,0000452,1,11,1108,110802,0506,050602,235,318,3,954,705,249,20014
D,20010425,204351,1000180,00043D,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100,20014
A,20010425,204351,1000190,00043A,0000737,1,14,1406,140651,1518,151800,200,260,1,260,200,60,20014
B,20010425,111922,1000203,00200B,0000526,1,14,1403,140317,1788,178802,346,450,1,450,346,104,20014
C,20010425,204351,1000168,00043C,0000737,1,14,1406,140651,1518,151800,200,260,1,260,200,60,20014
D,20010425,204351,1000180,00043D,0000323,1,14,1406,140697,1714,171400,327,606,1,606,327,279,20014
A,20010425,204351,1000190,00043A,0000401,1,11,1121,112105,1216,121600,265,345,5,1725,1325,400,20014
B,20010425,204351,1000202,00043B,0000348,1,11,1115,111505,0929,092901,331,431,6,2586,1986,600,20014
C,20010425,204351,1000168,00043C,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74,20014
D,20010425,204351,1000180,00043D,0000420,1,11,1102,110211,0376,037601,255,332,7,2324,1785,539,20014
A,20010425,204351,1000190,00043A,0000436,1,11,1111,111197,0407,040704,331,431,5,2155,1655,500,20014
B,20010425,204351,1000202,00043B,0000622,1,11,1120,112005,0449,044901,230,299,1,299,230,69,20014
C,20010425,204351,1000168,00043C,0000401,1,11,1121,112105,1216,121600,265,345,1,345,265,80,20014
D,20010425,204351,1000180,00043D,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101,20014
A,20010425,204351,1000190,00043A,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101,20014
B,20010425,204351,1000202,00043B,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100,20014
C,20010425,204351,1000168,00043C,0000348,1,11,1115,111505,0929,092901,331,617,3,1851,993,858,20014
D,20010425,204351,1000180,00043D,0000577,1,11,1115,111511,1880,188002,160,208,5,1040,800,240,20014
A,20010425,204351,1000190,00043A,0000622,1,11,1120,112005,0449,044901,230,299,6,1794,1380,414,20014
B,20010425,204351,1000202,00043B,0000323,1,14,1406,140697,1714,171400,327,445,1,445,327,118,20014
C,20010425,204351,1000168,00043C,0000622,1,11,1120,112005,0449,044901,230,299,1,299,230,69,20014
D,20010425,204351,1000180,00043D,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100,20014
A,20010425,204351,1000190,00043A,0000354,1,11,1112,111211,0869,086900,188,313,1,313,188,125,20014
B,20010425,204351,1000202,00043B,0000615,1,14,1403,140309,1941,194101,182,237,5,1185,910,275,20014
C,20010425,204351,1000168,00043C,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,20014
D,20010425,204351,1000180,00043D,0000622,1,11,1120,112005,0449,044901,230,299,1,299,230,69,20014
A,20010425,204351,1000190,00043A,0000577,1,11,1115,111511,1880,188002,160,241,3,723,480,243,20014
B,20010425,204351,1000202,00043B,0000452,1,11,1108,110802,0506,050602,235,413,5,2065,1175,890,20014
C,20010425,204351,1000168,00043C,0000615,1,14,1403,140309,1941,194101,182,237,5,1185,910,275,20014
D,20010425,204351,1000180,00043D,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,20014
A,20010425,204351,1000190,00043A,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100,20014
B,20010425,204351,1000202,00043B,0000263,1,14,1401,140103,0983,098300,336,560,1,560,336,224,20014
C,20010425,204351,1000168,00043C,0000347,1,11,1119,111905,1646,164603,297,387,1,387,297,90,20014
D,20010425,111922,1000181,00200D,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92,20014
A,20010425,204351,1000190,00043A,0000405,1,13,1301,130123,1310,131000,408,625,1,625,408,217,20014
B,20010425,204351,1000202,00043B,0000737,1,14,1406,140651,1518,151800,200,260,1,260,200,60,20014
C,20010425,204351,1000168,00043C,0000436,1,11,1111,111197,0407,040704,331,431,5,2155,1655,500,20014
D,20010425,204351,1000180,00043D,0000347,1,11,1119,111905,1646,164603,297,387,3,1161,891,270,20014
A,20010425,204351,1000190,00043A,0000347,1,11,1119,111905,1646,164603,297,387,1,387,297,90,20014
B,20010425,204351,1000202,00043B,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123,20014
C,20010425,204351,1000168,00043C,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101,20014
D,20010425,204351,1000180,00043D,0000452,1,11,1108,110802,0506,050602,235,306,1,306,235,71,20014
A,20010425,204351,1000190,00043A,0000615,1,14,1403,140309,1941,194101,182,298,5,1490,910,580,20014
B,20010425,204351,1000202,00043B,0000237,1,11,1101,110111,0295,029502,244,318,6,1908,1464,444,20014
C,20010425,204351,1000168,00043C,0000420,1,11,1102,110211,0376,037601,255,391,5,1955,1275,680,20014
D,20010425,204351,1000180,00043D,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123,20014
A,20010425,204351,1000190,00043A,0000323,1,14,1406,140697,1714,171400,327,525,1,525,327,198,20014
B,20010425,204351,1000202,00043B,0000401,1,11,1121,112105,1216,121600,265,345,1,345,265,80,20014
C,20010425,111922,1000169,00200C,0000694,1,14,1403,140307,0921,092100,282,367,1,367,282,85,20014
D,20010425,111922,1000181,00200D,0000452,1,11,1108,110802,0506,050602,235,306,1,306,235,71,20014
A,20010425,204351,1000190,00043A,0000420,1,11,1102,110211,0376,037601,255,332,6,1992,1530,462,20014
B,20010425,111922,1000203,00200B,0000594,1,11,1113,111303,1991,199103,248,323,1,323,248,75,20014
C,20010425,204351,1000168,00043C,0000452,1,11,1108,110802,0506,050602,235,318,6,1908,1410,498,20014
D,20010425,204351,1000180,00043D,0000615,1,14,1403,140309,1941,194101,182,237,1,237,182,55,20014
A,20010425,204351,1000190,00043A,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74,20014
B,20010425,204351,1000202,00043B,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,20014
C,20010425,204351,1000168,00043C,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48,20014
D,20010425,204351,1000180,00043D,0000737,1,14,1406,140651,1518,151800,200,260,6,1560,1200,360,20014
A,20010425,204351,1000190,00043A,0000452,1,11,1108,110802,0506,050602,235,384,1,384,235,149,20014
B,20010425,204351,1000202,00043B,0000420,1,11,1102,110211,0376,037601,255,332,1,332,255,77,20014
C,20010426,130927,1000170,00008C,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75,20014
D,20010426,145224,1000183,00043D,0000454,1,14,1401,140107,1804,180403,199,259,7,1813,1393,420,20014
A,20010426,130927,1000192,00008A,0000349,1,13,1301,130198,1017,101703,247,322,6,1932,1482,450,20014
B,20010426,130927,1000204,00008B,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75,20014
C,20010426,145224,1000171,00043C,0000605,1,13,1302,130297,0207,020700,531,691,5,3455,2655,800,20014
D,20010426,145224,1000183,00043D,0000258,1,11,1105,110505,1021,102101,170,221,1,221,170,51,20014
A,20010426,145224,1000193,00043A,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100,20014
B,20010426,145224,1000205,00043B,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160,20014
C,20010426,145224,1000171,00043C,0000258,1,11,1105,110505,1021,102101,170,221,5,1105,850,255,20014
D,20010426,145224,1000183,00043D,0000605,1,13,1302,130297,0207,020700,531,691,5,3455,2655,800,20014
A,20010426,145224,1000193,00043A,0000195,1,14,1403,140316,0590,059000,362,471,1,471,362,109,20014
B,20010426,145224,1000205,00043B,0000409,1,13,1301,130125,1033,103300,333,475,1,475,333,142,20014
C,20010426,145224,1000171,00043C,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60,20014
D,20010426,145224,1000183,00043D,0000365,1,14,1401,140111,0769,076900,161,210,1,210,161,49,20014
A,20010426,145224,1000193,00043A,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60,20014
B,20010426,145224,1000205,00043B,0000365,1,14,1401,140111,0769,076900,161,299,1,299,161,138,20014
C,20010426,145224,1000171,00043C,0000365,1,14,1401,140111,0769,076900,161,210,2,420,322,98,20014
D,20010426,145224,1000183,00043D,0000409,1,13,1301,130125,1033,103300,333,433,3,1299,999,300,20014
A,20010426,145224,1000193,00043A,0000258,1,11,1105,110505,1021,102101,170,221,5,1105,850,255,20014
B,20010426,145224,1000205,00043B,0000454,1,14,1401,140107,1804,180403,199,259,5,1295,995,300,20014
C,20010426,145224,1000171,00043C,0000409,1,13,1301,130125,1033,103300,333,508,1,508,333,175,20014
D,20010426,145224,1000183,00043D,0000195,1,14,1403,140316,0590,059000,362,471,1,471,362,109,20014
A,20010426,145224,1000193,00043A,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160,20014
B,20010426,145224,1000205,00043B,0000195,1,14,1403,140316,0590,059000,362,471,3,1413,1086,327,20014
C,20010426,145224,1000171,00043C,0000195,1,14,1403,140316,0590,059000,362,615,5,3075,1810,1265,20014
D,20010426,130927,1000182,00008D,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75,20014
A,20010426,145224,1000193,00043A,0000365,1,14,1401,140111,0769,076900,161,210,1,210,161,49,20014
B,20010426,145224,1000205,00043B,0000258,1,11,1105,110505,1021,102101,170,221,1,221,170,51,20014
C,20010427,180842,1000174,00121C,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109,20014
D,20010427,153435,1000187,00217D,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20014
A,20010427,130658,1000194,00008A,0000359,1,11,1116,111603,0567,056702,325,539,5,2695,1625,1070,20014
B,20010427,183532,1000211,00285B,0000293,1,11,1116,111697,1527,152705,296,385,5,1925,1480,445,20014
C,20010427,153435,1000175,00217C,0000426,1,11,1106,110601,1763,176305,177,268,1,268,177,91,20014
D,20010427,131552,1000185,00118D,0000477,1,11,1104,110411,1463,146303,575,748,1,748,575,173,20014
A,20010427,131552,1000195,00118A,0000477,1,11,1104,110411,1463,146303,575,1006,1,1006,575,431,20014
B,20010427,180842,1000208,00121B,0000195,1,14,1403,140316,0590,059000,362,471,1,471,362,109,20014
C,20010427,131552,1000173,00118C,0000477,1,11,1104,110411,1463,146303,575,748,1,748,575,173,20014
D,20010427,131552,1000185,00118D,0000458,1,11,1104,110415,1565,156500,393,643,1,643,393,250,20014
A,20010427,131552,1000195,00118A,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118,20014
B,20010427,131552,1000207,00118B,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118,20014
C,20010427,131552,1000173,00118C,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118,20014
D,20010427,153435,1000187,00217D,0000388,1,14,1402,140209,0773,077301,336,437,1,437,336,101,20014
A,20010427,131552,1000195,00118A,0000404,1,11,1115,111597,0728,072803,609,1590,1,1590,609,981,20014
B,20010427,131552,1000207,00118B,0000404,1,11,1115,111597,0728,072803,609,792,1,792,609,183,20014
C,20010427,131552,1000173,00118C,0000404,1,11,1115,111597,0728,072803,609,1030,5,5150,3045,2105,20014
D,20010427,153435,1000187,00217D,0000426,1,11,1106,110601,1763,176305,177,231,1,231,177,54,20014
A,20010427,140605,1000198,00267A,0000279,1,11,1121,112107,1886,188601,122,159,4,636,488,148,20014
B,20010427,131552,1000207,00118B,0000477,1,11,1104,110411,1463,146303,575,748,1,748,575,173,20014
C,20010427,153435,1000175,00217C,0000281,1,14,1403,140305,1501,150100,206,327,1,327,206,121,20014
