店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
A,20010723,123504,1000490,00171A,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20017
B,20010723,123504,1000539,00171B,0000352,1,11,1101,110125,1322,132200,345,701,1,701,345,356,20017
D,20010723,123504,1000461,00171D,0000352,1,11,1101,110125,1322,132200,345,540,1,540,345,195,20017
C,20010723,123504,1000443,00171C,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20017
A,20010723,123504,1000490,00171A,0000395,1,11,1118,111807,1556,155601,293,381,6,2286,1758,528,20017
B,20010723,123504,1000539,00171B,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20017
D,20010723,140633,1000462,00220D,0000460,1,14,1406,140661,0597,059700,101,191,1,191,101,90,20017
C,20010723,140633,1000444,00220C,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20017
A,20010723,140633,1000491,00220A,0000536,1,11,1113,111307,1083,108301,206,268,5,1340,1030,310,20017
B,20010723,140633,1000540,00220B,0000238,1,11,1121,112197,0178,017803,271,507,1,507,271,236,20017
D,20010723,140633,1000462,00220D,0000390,1,11,1117,111797,1943,194300,411,656,5,3280,2055,1225,20017
C,20010723,140633,1000444,00220C,0000460,1,14,1406,140661,0597,059700,101,132,5,660,505,155,20017
A,20010723,140633,1000491,00220A,0000390,1,11,1117,111797,1943,194300,411,665,1,665,411,254,20017
B,20010723,140633,1000540,00220B,0000390,1,11,1117,111797,1943,194300,411,1018,1,1018,411,607,20017
D,20010723,140633,1000462,00220D,0000427,1,11,1105,110503,1032,103200,305,397,5,1985,1525,460,20017
C,20010723,140633,1000444,00220C,0000427,1,11,1105,110503,1032,103200,305,460,1,460,305,155,20017
A,20010723,140633,1000491,00220A,0000512,1,11,1118,111807,1133,113302,352,458,4,1832,1408,424,20017
B,20010723,140633,1000540,00220B,0000536,1,11,1113,111307,1083,108301,206,331,1,331,206,125,20017
D,20010723,140633,1000462,00220D,0000238,1,11,1121,112197,0178,017803,271,438,1,438,271,167,20017
C,20010723,140633,1000444,00220C,0000536,1,11,1113,111307,1083,108301,206,268,3,804,618,186,20017
A,20010723,140633,1000491,00220A,0000238,1,11,1121,112197,0178,017803,271,353,5,1765,1355,410,20017
B,20010723,140633,1000540,00220B,0000460,1,14,1406,140661,0597,059700,101,236,6,1416,606,810,20017
D,20010723,140633,1000462,00220D,0000536,1,11,1113,111307,1083,108301,206,320,1,320,206,114,20017
C,20010723,140633,1000444,00220C,0000390,1,11,1117,111797,1943,194300,411,656,1,656,411,245,20017
A,20010723,140633,1000491,00220A,0000460,1,14,1406,140661,0597,059700,101,197,1,197,101,96,20017
B,20010723,140633,1000540,00220B,0000512,1,11,1118,111807,1133,113302,352,458,1,458,352,106,20017
D,20010723,140633,1000462,00220D,0000512,1,11,1118,111807,1133,113302,352,576,1,576,352,224,20017
C,20010723,140633,1000444,00220C,0000512,1,11,1118,111807,1133,113302,352,458,6,2748,2112,636,20017
A,20010723,140633,1000491,00220A,0000427,1,11,1105,110503,1032,103200,305,641,1,641,305,336,20017
B,20010723,140633,1000540,00220B,0000427,1,11,1105,110503,1032,103200,305,535,1,535,305,230,20017
D,20010723,144639,1000459,00153D,0000376,1,11,1119,111905,0346,034600,359,658,4,2632,1436,1196,20017
C,20010723,144639,1000441,00153C,0000654,1,11,1105,110597,1662,166204,325,423,1,423,325,98,20017
A,20010723,144639,1000488,00153A,0000134,1,14,1406,140671,0024,002400,393,511,5,2555,1965,590,20017
B,20010723,142316,1000542,00297B,0000647,1,11,1105,110513,1274,127401,366,476,1,476,366,110,20017
D,20010723,144639,1000459,00153D,0000654,1,11,1105,110597,1662,166204,325,423,1,423,325,98,20017
C,20010723,144639,1000441,00153C,0000163,1,11,1106,110601,0477,047701,77,101,1,101,77,24,20017
A,20010723,144639,1000488,00153A,0000470,1,11,1119,111909,0062,006201,274,508,1,508,274,234,20017
B,20010723,142316,1000542,00297B,0000346,1,13,1301,130129,0518,051802,380,651,6,3906,2280,1626,20017
D,20010723,144639,1000459,00153D,0000134,1,14,1406,140671,0024,002400,393,511,1,511,393,118,20017
C,20010723,144639,1000441,00153C,0000470,1,11,1119,111909,0062,006201,274,787,1,787,274,513,20017
A,20010723,144639,1000488,00153A,0000163,1,11,1106,110601,0477,047701,77,101,1,101,77,24,20017
B,20010723,144639,1000537,00153B,0000470,1,11,1119,111909,0062,006201,274,357,4,1428,1096,332,20017
D,20010723,144639,1000459,00153D,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83,20017
C,20010723,144639,1000441,00153C,0000134,1,14,1406,140671,0024,002400,393,511,1,511,393,118,20017
A,20010723,144639,1000488,00153A,0000654,1,11,1105,110597,1662,166204,325,423,7,2961,2275,686,20017
B,20010723,144639,1000537,00153B,0000654,1,11,1105,110597,1662,166204,325,423,1,423,325,98,20017
D,20010723,144639,1000459,00153D,0000163,1,11,1106,110601,0477,047701,77,101,4,404,308,96,20017
C,20010723,144639,1000441,00153C,0000376,1,11,1119,111905,0346,034600,359,658,3,1974,1077,897,20017
A,20010723,144639,1000488,00153A,0000376,1,11,1119,111905,0346,034600,359,638,1,638,359,279,20017
B,20010723,144639,1000537,00153B,0000134,1,14,1406,140671,0024,002400,393,511,3,1533,1179,354,20017
D,20010723,144639,1000459,00153D,0000273,1,11,1113,111301,1850,185002,134,192,6,1152,804,348,20017
C,20010723,144639,1000441,00153C,0000273,1,11,1113,111301,1850,185002,134,175,1,175,134,41,20017
A,20010723,144639,1000488,00153A,0000273,1,11,1113,111301,1850,185002,134,175,1,175,134,41,20017
B,20010723,144639,1000537,00153B,0000273,1,11,1113,111301,1850,185002,134,175,4,700,536,164,20017
D,20010723,150235,1000460,00164D,0000517,1,11,1197,119705,1151,115102,424,786,1,786,424,362,20017
C,20010723,150235,1000442,00164C,0000696,1,11,1118,111897,0299,029902,494,643,5,3215,2470,745,20017
A,20010723,150235,1000489,00164A,0000517,1,11,1197,119705,1151,115102,424,660,1,660,424,236,20017
B,20010723,144639,1000537,00153B,0000376,1,11,1119,111905,0346,034600,359,553,1,553,359,194,20017
D,20010723,150235,1000460,00164D,0000352,1,11,1101,110125,1322,132200,345,540,1,540,345,195,20017
C,20010723,150235,1000442,00164C,0000376,1,11,1119,111905,0346,034600,359,658,1,658,359,299,20017
A,20010723,150235,1000489,00164A,0000352,1,11,1101,110125,1322,132200,345,535,1,535,345,190,20017
B,20010723,144639,1000537,00153B,0000163,1,11,1106,110601,0477,047701,77,101,5,505,385,120,20017
D,20010723,150235,1000460,00164D,0000696,1,11,1118,111897,0299,029902,494,643,1,643,494,149,20017
C,20010723,150235,1000442,00164C,0000296,1,11,1121,112101,1083,108300,408,617,3,1851,1224,627,20017
A,20010723,150235,1000489,00164A,0000696,1,11,1118,111897,0299,029902,494,643,1,643,494,149,20017
B,20010723,150235,1000538,00164B,0000517,1,11,1197,119705,1151,115102,424,813,1,813,424,389,20017
D,20010723,150235,1000460,00164D,0000296,1,11,1121,112101,1083,108300,408,531,1,531,408,123,20017
C,20010723,150235,1000442,00164C,0000517,1,11,1197,119705,1151,115102,424,552,1,552,424,128,20017
A,20010723,150235,1000489,00164A,0000376,1,11,1119,111905,0346,034600,359,638,1,638,359,279,20017
B,20010723,150235,1000538,00164B,0000696,1,11,1118,111897,0299,029902,494,643,1,643,494,149,20017
D,20010723,150235,1000460,00164D,0000341,1,11,1110,111007,1334,133400,122,159,1,159,122,37,20017
C,20010723,150235,1000442,00164C,0000352,1,11,1101,110125,1322,132200,345,638,1,638,345,293,20017
A,20010723,150235,1000489,00164A,0000371,1,11,1120,112005,0438,043802,400,693,6,4158,2400,1758,20017
B,20010723,150235,1000538,00164B,0000296,1,11,1121,112101,1083,108300,408,531,5,2655,2040,615,20017
D,20010723,150235,1000460,00164D,0000379,1,12,1201,120197,1725,172506,243,439,1,439,243,196,20017
C,20010723,150235,1000442,00164C,0000381,1,11,1113,111397,0678,067801,292,380,6,2280,1752,528,20017
A,20010723,150235,1000489,00164A,0000368,1,13,1301,130139,0054,005401,335,436,1,436,335,101,20017
B,20010723,150235,1000538,00164B,0000368,1,13,1301,130139,0054,005401,335,436,1,436,335,101,20017
D,20010723,150235,1000460,00164D,0000381,1,11,1113,111397,0678,067801,292,380,1,380,292,88,20017
C,20010723,150235,1000442,00164C,0000371,1,11,1120,112005,0438,043802,400,1142,5,5710,2000,3710,20017
A,20010723,150235,1000489,00164A,0000296,1,11,1121,112101,1083,108300,408,731,1,731,408,323,20017
B,20010723,150235,1000538,00164B,0000253,1,11,1121,112101,0412,041201,289,646,1,646,289,357,20017
D,20010723,150235,1000460,00164D,0000253,1,11,1121,112101,0412,041201,289,594,1,594,289,305,20017
C,20010723,150235,1000442,00164C,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73,20017
A,20010723,150235,1000489,00164A,0000253,1,11,1121,112101,0412,041201,289,376,4,1504,1156,348,20017
B,20010723,150235,1000538,00164B,0000376,1,11,1119,111905,0346,034600,359,553,1,553,359,194,20017
D,20010723,150235,1000460,00164D,0000376,1,11,1119,111905,0346,034600,359,658,1,658,359,299,20017
C,20010723,150235,1000442,00164C,0000253,1,11,1121,112101,0412,041201,289,376,1,376,289,87,20017
A,20010723,150235,1000489,00164A,0000381,1,11,1113,111397,0678,067801,292,457,1,457,292,165,20017
B,20010723,150235,1000538,00164B,0000341,1,11,1110,111007,1334,133400,122,227,1,227,122,105,20017
D,20010723,150235,1000460,00164D,0000368,1,13,1301,130139,0054,005401,335,512,1,512,335,177,20017
C,20010723,150235,1000442,00164C,0000368,1,13,1301,130139,0054,005401,335,436,5,2180,1675,505,20017
A,20010723,150235,1000489,00164A,0000379,1,12,1201,120197,1725,172506,243,622,1,622,243,379,20017
B,20010723,150235,1000538,00164B,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73,20017
D,20010723,150235,1000460,00164D,0000371,1,11,1120,112005,0438,043802,400,520,3,1560,1200,360,20017
C,20010723,150235,1000442,00164C,0000341,1,11,1110,111007,1334,133400,122,183,1,183,122,61,20017
A,20010723,150235,1000489,00164A,0000341,1,11,1110,111007,1334,133400,122,159,1,159,122,37,20017
B,20010723,150235,1000538,00164B,0000352,1,11,1101,110125,1322,132200,345,701,6,4206,2070,2136,20017
B,20010723,150235,1000538,00164B,0000381,1,11,1113,111397,0678,067801,292,454,1,454,292,162,20017
B,20010723,150235,1000538,00164B,0000371,1,11,1120,112005,0438,043802,400,635,1,635,400,235,20017
D,20010724,104142,1000465,00144D,0000436,1,11,1111,111197,0407,040704,331,431,3,1293,993,300,20017
C,20010724,104142,1000447,00144C,0000809,1,11,1101,110137,1404,140401,410,533,1,533,410,123,20017
A,20010724,104142,1000494,00144A,0000809,1,11,1101,110137,1404,140401,410,533,1,533,410,123,20017
B,20010724,104142,1000544,00144B,0000436,1,11,1111,111197,0407,040704,331,550,1,550,331,219,20017
D,20010724,104142,1000465,00144D,0000376,1,11,1119,111905,0346,034600,359,658,6,3948,2154,1794,20017
C,20010724,104142,1000447,00144C,0000376,1,11,1119,111905,0346,034600,359,658,5,3290,1795,1495,20017
A,20010724,104142,1000494,00144A,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100,20017
B,20010724,104142,1000544,00144B,0000809,1,11,1101,110137,1404,140401,410,533,4,2132,1640,492,20017
D,20010724,104142,1000465,00144D,0000809,1,11,1101,110137,1404,140401,410,533,6,3198,2460,738,20017
C,20010724,104142,1000447,00144C,0000228,1,14,1402,140205,0749,074904,325,741,1,741,325,416,20017
A,20010724,104142,1000494,00144A,0000228,1,14,1402,140205,0749,074904,325,423,6,2538,1950,588,20017
B,20010724,104142,1000544,00144B,0000339,1,11,1105,110501,1285,128501,430,690,1,690,430,260,20017
D,20010724,104142,1000465,00144D,0000185,1,13,1301,130135,1226,122603,247,322,1,322,247,75,20017
C,20010724,104142,1000447,00144C,0000436,1,11,1111,111197,0407,040704,331,532,5,2660,1655,1005,20017
A,20010724,104142,1000494,00144A,0000495,1,11,1111,111113,0138,013801,247,407,1,407,247,160,20017
B,20010724,104142,1000544,00144B,0000495,1,11,1111,111113,0138,013801,247,461,1,461,247,214,20017
D,20010724,104142,1000465,00144D,0000495,1,11,1111,111113,0138,013801,247,322,1,322,247,75,20017
C,20010724,104142,1000447,00144C,0000185,1,13,1301,130135,1226,122603,247,322,1,322,247,75,20017
A,20010724,104142,1000494,00144A,0000185,1,13,1301,130135,1226,122603,247,322,1,322,247,75,20017
B,20010724,104142,1000544,00144B,0000185,1,13,1301,130135,1226,122603,247,322,1,322,247,75,20017
D,20010724,104142,1000465,00144D,0000339,1,11,1105,110501,1285,128501,430,559,3,1677,1290,387,20017
C,20010724,104142,1000447,00144C,0000495,1,11,1111,111113,0138,013801,247,455,1,455,247,208,20017
A,20010724,104142,1000494,00144A,0000339,1,11,1105,110501,1285,128501,430,559,5,2795,2150,645,20017
B,20010724,104142,1000544,00144B,0000376,1,11,1119,111905,0346,034600,359,683,1,683,359,324,20017
D,20010724,104142,1000465,00144D,0000261,1,11,1111,111113,1771,177104,274,357,5,1785,1370,415,20017
C,20010724,104142,1000447,00144C,0000339,1,11,1105,110501,1285,128501,430,864,1,864,430,434,20017
A,20010724,104142,1000494,00144A,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83,20017
B,20010724,104142,1000544,00144B,0000261,1,11,1111,111113,1771,177104,274,499,1,499,274,225,20017
D,20010724,104142,1000465,00144D,0000228,1,14,1402,140205,0749,074904,325,423,1,423,325,98,20017
C,20010724,104142,1000447,00144C,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83,20017
A,20010724,104142,1000494,00144A,0000376,1,11,1119,111905,0346,034600,359,638,1,638,359,279,20017
B,20010724,104142,1000544,00144B,0000228,1,14,1402,140205,0749,074904,325,494,5,2470,1625,845,20017
D,20010724,154604,1000466,00252D,0000300,1,11,1101,110117,1006,100601,238,571,1,571,238,333,20017
C,20010724,174733,1000446,00062C,0000488,1,11,1119,111905,1644,164402,358,554,4,2216,1432,784,20017
A,20010724,150428,1000496,00269A,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53,20017
B,20010724,150428,1000546,00269B,0000519,1,13,1301,130129,1427,142700,170,221,1,221,170,51,20017
D,20010724,154604,1000466,00252D,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20017
C,20010724,174733,1000446,00062C,0000365,1,14,1401,140111,0769,076900,161,242,1,242,161,81,20017
A,20010724,150428,1000496,00269A,0000519,1,13,1301,130129,1427,142700,170,221,5,1105,850,255,20017
B,20010724,150428,1000546,00269B,0000409,1,13,1301,130125,1033,103300,333,475,1,475,333,142,20017
D,20010724,154604,1000466,00252D,0000239,1,11,1104,110497,0781,078100,225,293,7,2051,1575,476,20017
C,20010724,174733,1000446,00062C,0000528,1,11,1107,110721,0547,054700,241,314,1,314,241,73,20017
A,20010724,150428,1000496,00269A,0000409,1,13,1301,130125,1033,103300,333,502,5,2510,1665,845,20017
B,20010724,150428,1000546,00269B,0000457,1,11,1110,111007,1319,131902,174,268,1,268,174,94,20017
D,20010724,174733,1000464,00062D,0000488,1,11,1119,111905,1644,164402,358,466,1,466,358,108,20017
C,20010724,174733,1000446,00062C,0000321,1,13,1301,130129,0971,097100,214,279,1,279,214,65,20017
A,20010724,154604,1000495,00252A,0000392,1,14,1401,140107,1376,137605,254,331,5,1655,1270,385,20017
B,20010724,154604,1000545,00252B,0000300,1,11,1101,110117,1006,100601,238,360,1,360,238,122,20017
D,20010724,174733,1000464,00062D,0000325,1,14,1406,140663,1421,142101,388,710,1,710,388,322,20017
C,20010724,174733,1000446,00062C,0000418,1,11,1105,110501,1844,184400,197,257,7,1799,1379,420,20017
A,20010724,154604,1000495,00252A,0000239,1,11,1104,110497,0781,078100,225,342,5,1710,1125,585,20017
B,20010724,154604,1000545,00252B,0000392,1,14,1401,140107,1376,137605,254,613,6,3678,1524,2154,20017
D,20010724,174733,1000464,00062D,0000528,1,11,1107,110721,0547,054700,241,385,1,385,241,144,20017
C,20010724,174733,1000446,00062C,0000325,1,14,1406,140663,1421,142101,388,505,1,505,388,117,20017
A,20010724,154604,1000495,00252A,0000300,1,11,1101,110117,1006,100601,238,310,5,1550,1190,360,20017
B,20010724,154604,1000545,00252B,0000239,1,11,1104,110497,0781,078100,225,293,1,293,225,68,20017
D,20010724,174733,1000464,00062D,0000321,1,13,1301,130129,0971,097100,214,418,2,836,428,408,20017
A,20010724,174733,1000493,00062A,0000488,1,11,1119,111905,1644,164402,358,641,1,641,358,283,20017
B,20010724,174733,1000543,00062B,0000488,1,11,1119,111905,1644,164402,358,569,1,569,358,211,20017
D,20010724,174733,1000464,00062D,0000418,1,11,1105,110501,1844,184400,197,310,1,310,197,113,20017
A,20010724,174733,1000493,00062A,0000325,1,14,1406,140663,1421,142101,388,505,1,505,388,117,20017
B,20010724,174733,1000543,00062B,0000365,1,14,1401,140111,0769,076900,161,358,1,358,161,197,20017
D,20010724,174733,1000464,00062D,0000365,1,14,1401,140111,0769,076900,161,313,6,1878,966,912,20017
A,20010724,174733,1000493,00062A,0000418,1,11,1105,110501,1844,184400,197,311,6,1866,1182,684,20017
B,20010724,174733,1000543,00062B,0000418,1,11,1105,110501,1844,184400,197,257,1,257,197,60,20017
A,20010724,174733,1000493,00062A,0000321,1,13,1301,130129,0971,097100,214,279,1,279,214,65,20017
B,20010724,174733,1000543,00062B,0000325,1,14,1406,140663,1421,142101,388,638,6,3828,2328,1500,20017
A,20010724,174733,1000493,00062A,0000528,1,11,1107,110721,0547,054700,241,314,1,314,241,73,20017
B,20010724,174733,1000543,00062B,0000528,1,11,1107,110721,0547,054700,241,367,6,2202,1446,756,20017
A,20010724,174733,1000493,00062A,0000365,1,14,1401,140111,0769,076900,161,262,1,262,161,101,20017
B,20010724,174733,1000543,00062B,0000321,1,13,1301,130129,0971,097100,214,365,4,1460,856,604,20017
A,20010725,114811,1000498,00158A,0000293,1,11,1116,111697,1527,152705,296,480,1,480,296,184,20017
A,20010725,091430,1000497,00141A,0000335,1,11,1101,110103,0485,048500,109,168,1,168,109,59,20017
B,20010725,091430,1000547,00141B,0000291,1,11,1112,111211,1364,136402,272,354,1,354,272,82,20017
A,20010725,114811,1000498,00158A,0000627,1,11,1111,111107,0179,017901,112,217,1,217,112,105,20017
A,20010725,091430,1000497,00141A,0000291,1,11,1112,111211,1364,136402,272,506,1,506,272,234,20017
B,20010725,091430,1000547,00141B,0000335,1,11,1101,110103,0485,048500,109,175,1,175,109,66,20017
A,20010725,114811,1000498,00158A,0000295,1,14,1497,149797,1570,157000,171,408,1,408,171,237,20017
A,20010725,093322,1000500,00244A,0000480,1,13,1301,130131,1492,149206,320,501,5,2505,1600,905,20017
B,20010725,093322,1000550,00244B,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20017
A,20010725,114811,1000498,00158A,0000516,1,14,1403,140313,0263,026304,243,374,1,374,243,131,20017
A,20010725,093322,1000500,00244A,0000382,1,11,1119,111905,1336,133601,282,523,1,523,282,241,20017
B,20010725,093322,1000550,00244B,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70,20017
A,20010725,114811,1000498,00158A,0000332,1,11,1107,110721,0550,055003,354,653,1,653,354,299,20017
A,20010725,093322,1000500,00244A,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129,20017
B,20010725,093322,1000550,00244B,0000339,1,11,1105,110501,1285,128501,430,690,6,4140,2580,1560,20017
A,20010725,114811,1000498,00158A,0000440,1,14,1406,140671,1383,138301,285,371,1,371,285,86,20017
A,20010725,093322,1000500,00244A,0000318,1,13,1304,130497,1248,124805,231,301,6,1806,1386,420,20017
B,20010725,093322,1000550,00244B,0000382,1,11,1119,111905,1336,133601,282,367,6,2202,1692,510,20017
A,20010725,114811,1000498,00158A,0000387,1,14,1403,140325,1291,129100,269,458,1,458,269,189,20017
A,20010725,113558,1000499,00233A,0000533,1,14,1406,140653,1435,143502,195,343,1,343,195,148,20017
B,20010725,113558,1000549,00233B,0000584,1,11,1114,111401,1974,197400,316,411,1,411,316,95,20017
A,20010725,114811,1000498,00158A,0000535,1,11,1105,110504,1013,101300,376,576,2,1152,752,400,20017
A,20010725,113558,1000499,00233A,0000378,1,13,1301,130139,0386,038605,222,437,1,437,222,215,20017
B,20010725,113558,1000549,00233B,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60,20017
A,20010725,114811,1000498,00158A,0000470,1,11,1119,111909,0062,006201,274,508,1,508,274,234,20017
A,20010725,113558,1000499,00233A,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20017
B,20010725,113558,1000549,00233B,0000378,1,13,1301,130139,0386,038605,222,488,1,488,222,266,20017
C,20010725,091430,1000448,00141C,0000335,1,11,1101,110103,0485,048500,109,197,1,197,109,88,20017
D,20010725,091430,1000467,00141D,0000335,1,11,1101,110103,0485,048500,109,196,1,196,109,87,20017
A,20010725,113558,1000499,00233A,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60,20017
B,20010725,113558,1000549,00233B,0000533,1,14,1406,140653,1435,143502,195,254,1,254,195,59,20017
C,20010725,091430,1000448,00141C,0000291,1,11,1112,111211,1364,136402,272,422,3,1266,816,450,20017
D,20010725,091430,1000467,00141D,0000291,1,11,1112,111211,1364,136402,272,573,1,573,272,301,20017
A,20010725,113558,1000499,00233A,0000584,1,11,1114,111401,1974,197400,316,411,1,411,316,95,20017
B,20010725,113558,1000549,00233B,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20017
C,20010725,093322,1000451,00244C,0000480,1,13,1301,130131,1492,149206,320,416,7,2912,2240,672,20017
B,20010725,114811,1000548,00158B,0000627,1,11,1111,111107,0179,017901,112,171,1,171,112,59,20017
C,20010725,093322,1000451,00244C,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70,20017
B,20010725,114811,1000548,00158B,0000332,1,11,1107,110721,0550,055003,354,788,5,3940,1770,2170,20017
C,20010725,093322,1000451,00244C,0000382,1,11,1119,111905,1336,133601,282,456,1,456,282,174,20017
B,20010725,114811,1000548,00158B,0000387,1,14,1403,140325,1291,129100,269,512,1,512,269,243,20017
C,20010725,093322,1000451,00244C,0000339,1,11,1105,110501,1285,128501,430,864,1,864,430,434,20017
B,20010725,114811,1000548,00158B,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20017
C,20010725,113558,1000450,00233C,0000545,1,11,1121,112111,0729,072900,199,306,3,918,597,321,20017
B,20010725,114811,1000548,00158B,0000535,1,11,1105,110504,1013,101300,376,489,1,489,376,113,20017
C,20010725,113558,1000450,00233C,0000533,1,14,1406,140653,1435,143502,195,351,5,1755,975,780,20017
B,20010725,114811,1000548,00158B,0000293,1,11,1116,111697,1527,152705,296,385,1,385,296,89,20017
C,20010725,113558,1000450,00233C,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20017
B,20010725,114811,1000548,00158B,0000440,1,14,1406,140671,1383,138301,285,619,4,2476,1140,1336,20017
C,20010725,113558,1000450,00233C,0000378,1,13,1301,130139,0386,038605,222,289,1,289,222,67,20017
B,20010725,114811,1000548,00158B,0000516,1,14,1403,140313,0263,026304,243,316,1,316,243,73,20017
C,20010725,113558,1000450,00233C,0000584,1,11,1114,111401,1974,197400,316,411,1,411,316,95,20017
B,20010725,114811,1000548,00158B,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83,20017
C,20010725,114811,1000449,00158C,0000627,1,11,1111,111107,0179,017901,112,146,1,146,112,34,20017
D,20010725,093322,1000470,00244D,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20017
C,20010725,114811,1000449,00158C,0000332,1,11,1107,110721,0550,055003,354,776,5,3880,1770,2110,20017
D,20010725,093322,1000470,00244D,0000318,1,13,1304,130497,1248,124805,231,371,1,371,231,140,20017
C,20010725,114811,1000449,00158C,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81,20017
D,20010725,093322,1000470,00244D,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129,20017
C,20010725,114811,1000449,00158C,0000293,1,11,1116,111697,1527,152705,296,385,1,385,296,89,20017
D,20010725,093322,1000470,00244D,0000382,1,11,1119,111905,1336,133601,282,469,1,469,282,187,20017
C,20010725,114811,1000449,00158C,0000470,1,11,1119,111909,0062,006201,274,787,1,787,274,513,20017
D,20010725,113558,1000469,00233D,0000533,1,14,1406,140653,1435,143502,195,323,1,323,195,128,20017
C,20010725,114811,1000449,00158C,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20017
D,20010725,113558,1000469,00233D,0000378,1,13,1301,130139,0386,038605,222,371,1,371,222,149,20017
C,20010725,114811,1000449,00158C,0000535,1,11,1105,110504,1013,101300,376,713,1,713,376,337,20017
D,20010725,113558,1000469,00233D,0000545,1,11,1121,112111,0729,072900,199,550,1,550,199,351,20017
C,20010725,114811,1000449,00158C,0000440,1,14,1406,140671,1383,138301,285,371,1,371,285,86,20017
D,20010725,113558,1000469,00233D,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20017
C,20010725,114811,1000449,00158C,0000516,1,14,1403,140313,0263,026304,243,316,1,316,243,73,20017
D,20010725,113558,1000469,00233D,0000584,1,11,1114,111401,1974,197400,316,411,1,411,316,95,20017
D,20010725,114811,1000468,00158D,0000295,1,14,1497,149797,1570,157000,171,557,6,3342,1026,2316,20017
D,20010725,114811,1000468,00158D,0000516,1,14,1403,140313,0263,026304,243,316,1,316,243,73,20017
D,20010725,114811,1000468,00158D,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81,20017
D,20010725,114811,1000468,00158D,0000627,1,11,1111,111107,0179,017901,112,146,1,146,112,34,20017
D,20010725,114811,1000468,00158D,0000332,1,11,1107,110721,0550,055003,354,514,1,514,354,160,20017
D,20010725,114811,1000468,00158D,0000470,1,11,1119,111909,0062,006201,274,441,6,2646,1644,1002,20017
D,20010725,114811,1000468,00158D,0000293,1,11,1116,111697,1527,152705,296,454,1,454,296,158,20017
D,20010725,114811,1000468,00158D,0000440,1,14,1406,140671,1383,138301,285,371,5,1855,1425,430,20017
D,20010725,114811,1000468,00158D,0000535,1,11,1105,110504,1013,101300,376,489,5,2445,1880,565,20017
A,20010726,143627,1000501,00104A,0000354,1,11,1112,111211,0869,086900,188,313,1,313,188,125,20017
C,20010726,143627,1000452,00104C,0000262,1,11,1110,111011,0013,001302,174,332,1,332,174,158,20017
D,20010726,143627,1000471,00104D,0000390,1,11,1117,111797,1943,194300,411,656,1,656,411,245,20017
A,20010726,143627,1000501,00104A,0000418,1,11,1105,110501,1844,184400,197,311,4,1244,788,456,20017
C,20010726,143627,1000452,00104C,0000497,1,11,1119,111997,0482,048203,542,819,1,819,542,277,20017
D,20010726,143627,1000471,00104D,0000418,1,11,1105,110501,1844,184400,197,310,5,1550,985,565,20017
A,20010726,143627,1000501,00104A,0000390,1,11,1117,111797,1943,194300,411,665,1,665,411,254,20017
C,20010726,143627,1000452,00104C,0000354,1,11,1112,111211,0869,086900,188,245,7,1715,1316,399,20017
D,20010726,143627,1000471,00104D,0000262,1,11,1110,111011,0013,001302,174,311,5,1555,870,685,20017
A,20010726,143627,1000501,00104A,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20017
C,20010726,143627,1000452,00104C,0000390,1,11,1117,111797,1943,194300,411,656,1,656,411,245,20017
D,20010726,143627,1000471,00104D,0000497,1,11,1119,111997,0482,048203,542,913,1,913,542,371,20017
A,20010726,143627,1000501,00104A,0000262,1,11,1110,111011,0013,001302,174,296,3,888,522,366,20017
