店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額
D,20011010,201638,1000762,00247D,0000439,1,11,1104,110411,1007,100700,187,556,1,556,187,369
D,20011011,095057,1000764,00137D,0000437,1,13,1301,130141,1950,195003,381,499,1,499,381,118
D,20011011,095057,1000764,00137D,0000712,1,11,1115,111507,0544,054400,168,219,1,219,168,51
D,20011011,111333,1000766,00223D,0000234,1,14,1406,140601,0099,009902,328,427,2,854,656,198
D,20011011,111333,1000766,00223D,0000397,1,11,1105,110517,0191,019104,212,455,1,455,212,243
D,20011011,111333,1000766,00223D,0000383,1,11,1103,110301,1919,191900,404,611,1,611,404,207
D,20011011,111333,1000766,00223D,0000469,1,11,1113,111303,1417,141703,201,386,1,386,201,185
D,20011011,111333,1000766,00223D,0000236,1,13,1304,130497,1468,146801,301,460,1,460,301,159
D,20011011,120241,1000765,00172D,0000637,1,11,1101,110101,1126,112600,170,269,1,269,170,99
D,20011011,120241,1000765,00172D,0000344,1,11,1104,110411,0370,037000,189,372,1,372,189,183
D,20011011,120241,1000765,00172D,0000235,1,11,1104,110413,1523,152302,321,493,1,493,321,172
D,20011011,120241,1000765,00172D,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
D,20011011,120241,1000765,00172D,0000241,1,11,1111,111101,1715,171502,273,355,1,355,273,82
D,20011011,160024,1000763,00064D,0000611,1,11,1121,112111,1215,121507,424,552,1,552,424,128
D,20011011,160024,1000763,00064D,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74
D,20011011,160024,1000763,00064D,0000651,1,14,1401,140101,0096,009601,360,546,1,546,360,186
D,20011011,160024,1000763,00064D,0000368,1,13,1301,130139,0054,005401,335,761,1,761,335,426
D,20011011,160024,1000763,00064D,0000379,1,12,1201,120197,1725,172506,243,542,1,542,243,299
D,20011012,111358,1000768,00126D,0000410,1,11,1121,112197,0701,070100,281,366,3,1098,843,255
D,20011012,111358,1000768,00126D,0000373,1,11,1118,111897,1341,134100,91,119,1,119,91,28
D,20011012,112533,1000770,00169D,0000441,1,11,1110,111007,0713,071300,296,869,6,5214,1776,3438
D,20011012,112533,1000770,00169D,0000303,1,14,1406,140611,0856,085602,310,403,1,403,310,93
D,20011012,112533,1000770,00169D,0000401,1,11,1121,112105,1216,121600,265,345,1,345,265,80
D,20011012,112533,1000770,00169D,0000315,1,14,1402,140205,0405,040501,290,477,1,477,290,187
D,20011012,134010,1000769,00128D,0000326,1,11,1106,110601,1340,134000,416,779,1,779,416,363
D,20011012,134457,1000767,00050D,0000405,1,13,1301,130123,1310,131000,408,628,1,628,408,220
D,20011012,134457,1000767,00050D,0000236,1,13,1304,130497,1468,146801,301,460,1,460,301,159
D,20011012,134457,1000767,00050D,0000497,1,11,1119,111997,0482,048203,542,913,1,913,542,371
D,20011012,134457,1000767,00050D,0000279,1,11,1121,112107,1886,188601,122,237,1,237,122,115
D,20011013,141154,1000774,00242D,0000401,1,11,1121,112105,1216,121600,265,345,1,345,265,80
D,20011013,151238,1000772,00137D,0000650,1,14,1403,140301,0910,091000,397,517,1,517,397,120
D,20011013,151238,1000772,00137D,0000507,1,11,1102,110297,1145,114501,252,363,1,363,252,111
D,20011013,153023,1000773,00150D,0000671,1,14,1406,140697,0750,075000,265,345,1,345,265,80
D,20011013,183328,1000771,00029D,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58
D,20011013,183328,1000771,00029D,0000450,1,11,1121,112111,1405,140503,321,510,1,510,321,189
D,20011013,183328,1000771,00029D,0000390,1,11,1117,111797,1943,194300,411,656,1,656,411,245
D,20011013,183328,1000771,00029D,0000423,1,11,1107,110791,0107,010703,290,530,1,530,290,240
D,20011013,183328,1000771,00029D,0000373,1,11,1118,111897,1341,134100,91,119,1,119,91,28
D,20011013,183328,1000771,00029D,0000530,1,11,1111,111101,0104,010401,253,400,1,400,253,147
D,20011013,183328,1000771,00029D,0000580,1,14,1403,140315,1613,161302,420,546,1,546,420,126
D,20011013,183328,1000771,00029D,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100
D,20011014,122251,1000776,00184D,0000353,1,11,1118,111803,1908,190802,266,346,1,346,266,80
D,20011014,122251,1000776,00184D,0000343,1,11,1104,110407,0189,018903,384,500,5,2500,1920,580
D,20011014,122251,1000776,00184D,0000302,1,11,1108,110801,0136,013601,251,631,1,631,251,380
D,20011014,122251,1000776,00184D,0000325,1,14,1406,140663,1421,142101,388,710,5,3550,1940,1610
D,20011014,142630,1000775,00128D,0000442,1,11,1101,110197,0266,026600,240,607,1,607,240,367
D,20011014,142630,1000775,00128D,0000361,1,11,1121,112105,0799,079901,339,616,1,616,339,277
D,20011015,143830,1000777,00054D,0000143,1,13,1301,130133,1781,178102,264,344,6,2064,1584,480
D,20011015,150432,1000784,00223D,0000508,1,11,1117,111701,0471,047104,344,1056,1,1056,344,712
D,20011015,150432,1000784,00223D,0000146,1,11,1113,111305,1659,165901,556,723,1,723,556,167
D,20011015,150432,1000784,00223D,0000277,1,11,1103,110303,1193,119305,225,293,4,1172,900,272
D,20011015,152956,1000779,00150D,0000355,1,14,1403,140309,0585,058501,336,676,4,2704,1344,1360
D,20011015,153434,1000781,00188D,0000437,1,13,1301,130141,1950,195003,381,499,1,499,381,118
D,20011015,153434,1000781,00188D,0000455,1,14,1406,140681,0361,036103,376,584,1,584,376,208
D,20011015,154434,1000778,00127D,0000362,1,11,1119,111901,0171,017104,222,561,1,561,222,339
D,20011015,154434,1000778,00127D,0000277,1,11,1103,110303,1193,119305,225,293,7,2051,1575,476
D,20011015,154434,1000778,00127D,0000201,1,14,1403,140317,0550,055004,282,367,1,367,282,85
D,20011015,154434,1000778,00127D,0000296,1,11,1121,112101,1083,108300,408,678,1,678,408,270
D,20011015,154434,1000778,00127D,0000327,1,13,1302,130297,0471,047101,357,636,1,636,357,279
D,20011015,154434,1000778,00127D,0000340,1,14,1403,140317,0302,030202,318,494,1,494,318,176
D,20011015,154434,1000778,00127D,0000386,1,11,1107,110707,1659,165902,232,456,5,2280,1160,1120
D,20011015,154840,1000780,00171D,0000513,1,11,1110,111001,1955,195503,388,505,1,505,388,117
D,20011015,154840,1000780,00171D,0000325,1,14,1406,140663,1421,142101,388,710,1,710,388,322
D,20011015,154840,1000780,00171D,0000505,1,11,1108,110803,0085,008500,194,253,1,253,194,59
D,20011015,154840,1000780,00171D,0000253,1,11,1121,112101,0412,041201,289,830,1,830,289,541
D,20011015,154840,1000780,00171D,0000459,1,11,1115,111509,1669,166901,358,594,5,2970,1790,1180
D,20011015,154840,1000780,00171D,0000309,1,13,1303,130301,0394,039401,308,574,1,574,308,266
D,20011015,154840,1000780,00171D,0000324,1,11,1120,112005,1854,185406,286,446,4,1784,1144,640
D,20011015,183255,1000782,00199D,0000700,1,11,1110,111005,0480,048004,489,636,1,636,489,147
D,20011015,183255,1000782,00199D,0000394,1,11,1107,110707,0227,022704,357,465,1,465,357,108
D,20011015,183255,1000782,00199D,0000526,1,14,1403,140317,1788,178802,346,562,1,562,346,216
D,20011015,183255,1000782,00199D,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101
D,20011015,183255,1000782,00199D,0000445,1,11,1119,111901,0621,062100,357,507,1,507,357,150
D,20011015,183255,1000782,00199D,0000363,1,11,1104,110409,0649,064905,435,566,1,566,435,131
D,20011015,183255,1000782,00199D,0000304,1,11,1107,110707,1487,148704,343,446,1,446,343,103
D,20011015,183255,1000782,00199D,0000375,1,11,1121,112107,1853,185300,221,338,1,338,221,117
D,20011015,183255,1000782,00199D,0000278,1,11,1107,110725,0140,014000,278,580,1,580,278,302
D,20011015,183255,1000782,00199D,0000319,1,11,1101,110197,1895,189503,395,514,1,514,395,119
D,20011015,183255,1000782,00199D,0000327,1,13,1302,130297,0471,047101,357,636,6,3816,2142,1674
D,20011015,183441,1000783,00212D,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42
D,20011015,183441,1000783,00212D,0000355,1,14,1403,140309,0585,058501,336,676,6,4056,2016,2040
D,20011015,183441,1000783,00212D,0000550,1,13,1301,130131,0320,032001,401,522,1,522,401,121
D,20011015,183441,1000783,00212D,0000376,1,11,1119,111905,0346,034600,359,658,1,658,359,299
D,20011015,183441,1000783,00212D,0000449,1,14,1406,140631,1215,121503,322,666,5,3330,1610,1720
D,20011015,183441,1000783,00212D,0000494,1,11,1110,111009,1720,172003,236,460,1,460,236,224
D,20011015,183441,1000783,00212D,0000488,1,11,1119,111905,1644,164402,358,695,1,695,358,337
D,20011016,103956,1000789,00128D,0000357,1,11,1105,110505,0013,001300,500,689,1,689,500,189
D,20011016,103956,1000789,00128D,0000614,1,11,1107,110701,0674,067402,131,171,3,513,393,120
D,20011016,103956,1000789,00128D,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46
D,20011016,103956,1000789,00128D,0000447,1,11,1105,110511,1574,157403,324,664,5,3320,1620,1700
D,20011016,111350,1000787,00052D,0000314,1,11,1101,110119,1942,194203,276,450,6,2700,1656,1044
D,20011016,111350,1000787,00052D,0000440,1,14,1406,140671,1383,138301,285,371,1,371,285,86
D,20011016,111350,1000787,00052D,0000384,1,14,1402,140205,0556,055600,286,450,6,2700,1716,984
D,20011016,111350,1000787,00052D,0000441,1,11,1110,111007,0713,071300,296,869,1,869,296,573
D,20011016,111350,1000787,00052D,0000571,1,11,1103,110303,1158,115804,171,270,5,1350,855,495
D,20011016,111350,1000787,00052D,0000545,1,11,1121,112111,0729,072900,199,671,1,671,199,472
D,20011016,111350,1000787,00052D,0000625,1,11,1118,111807,1154,115400,307,400,1,400,307,93
D,20011016,111350,1000787,00052D,0000546,1,14,1404,140401,0549,054906,384,694,1,694,384,310
D,20011016,114231,1000785,00033D,0000384,1,14,1402,140205,0556,055600,286,450,4,1800,1144,656
D,20011016,114231,1000785,00033D,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93
D,20011016,180309,1000786,00041D,0000266,1,11,1104,110407,1862,186200,334,472,1,472,334,138
D,20011016,180309,1000786,00041D,0000504,1,11,1121,112113,0358,035804,297,438,1,438,297,141
D,20011016,180309,1000786,00041D,0000375,1,11,1121,112107,1853,185300,221,408,1,408,221,187
D,20011016,180309,1000786,00041D,0000490,1,13,1301,130123,0887,088701,357,908,1,908,357,551
D,20011016,180309,1000786,00041D,0000378,1,13,1301,130139,0386,038605,222,508,1,508,222,286
D,20011016,180309,1000786,00041D,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108
D,20011016,180309,1000786,00041D,0000238,1,11,1121,112197,0178,017803,271,438,1,438,271,167
D,20011016,180309,1000786,00041D,0000450,1,11,1121,112111,1405,140503,321,510,1,510,321,189
D,20011016,180309,1000786,00041D,0000404,1,11,1115,111597,0728,072803,609,1552,1,1552,609,943
D,20011016,181447,1000788,00126D,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
D,20011016,181447,1000788,00126D,0000625,1,11,1118,111807,1154,115400,307,400,5,2000,1535,465
D,20011016,181447,1000788,00126D,0000153,1,13,1301,130129,0836,083607,483,628,1,628,483,145
D,20011016,181447,1000788,00126D,0000491,1,13,1304,130497,0578,057800,377,717,1,717,377,340
D,20011016,181447,1000788,00126D,0000597,1,14,1406,140601,0266,026601,89,116,1,116,89,27
D,20011017,102102,1000792,00171D,0000386,1,11,1107,110707,1659,165902,232,456,3,1368,696,672
D,20011017,102102,1000792,00171D,0000552,1,14,1406,140697,0949,094901,307,400,4,1600,1228,372
D,20011017,102102,1000792,00171D,0000242,1,14,1402,140209,1953,195300,354,575,1,575,354,221
D,20011017,102102,1000792,00171D,0000397,1,11,1105,110517,0191,019104,212,455,5,2275,1060,1215
D,20011017,102102,1000792,00171D,0000291,1,11,1112,111211,1364,136402,272,573,6,3438,1632,1806
D,20011017,102102,1000792,00171D,0000432,1,11,1105,110509,1258,125804,331,768,1,768,331,437
D,20011017,102102,1000792,00171D,0000319,1,11,1101,110197,1895,189503,395,514,1,514,395,119
D,20011017,140856,1000791,00107D,0000283,1,11,1102,110297,0134,013404,223,290,1,290,223,67
D,20011017,142237,1000790,00048D,0000340,1,14,1403,140317,0302,030202,318,494,1,494,318,176
D,20011017,142237,1000790,00048D,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
D,20011018,091948,1000793,00047D,0000408,1,11,1112,111201,0690,069004,410,655,1,655,410,245
D,20011018,091948,1000793,00047D,0000368,1,13,1301,130139,0054,005401,335,761,1,761,335,426
D,20011018,091948,1000793,00047D,0000223,1,13,1301,130131,0104,010402,183,238,1,238,183,55
D,20011018,091948,1000793,00047D,0000321,1,13,1301,130129,0971,097100,214,502,1,502,214,288
D,20011018,102857,1000794,00090D,0000613,1,11,1114,111401,1568,156801,342,445,2,890,684,206
D,20011018,102857,1000794,00090D,0000521,1,11,1103,110303,1080,108004,254,331,1,331,254,77
D,20011018,190503,1000795,00238D,0000348,1,11,1115,111505,0929,092901,331,902,1,902,331,571
D,20011018,190503,1000795,00238D,0000404,1,11,1115,111597,0728,072803,609,1552,1,1552,609,943
D,20011018,190503,1000795,00238D,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58
D,20011018,190503,1000795,00238D,0000494,1,11,1110,111009,1720,172003,236,460,1,460,236,224
D,20011018,190503,1000795,00238D,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90
D,20011018,190503,1000795,00238D,0000521,1,11,1103,110303,1080,108004,254,331,3,993,762,231
D,20011018,190503,1000795,00238D,0000375,1,11,1121,112107,1853,185300,221,408,1,408,221,187
D,20011018,190503,1000795,00238D,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93
D,20011019,113015,1000799,00150D,0000578,1,11,1115,111597,0104,010400,266,346,1,346,266,80
D,20011019,113015,1000799,00150D,0000548,1,11,1115,111503,1207,120700,305,397,1,397,305,92
D,20011019,123333,1000800,00169D,0000349,1,13,1301,130198,1017,101703,247,469,1,469,247,222
D,20011019,123333,1000800,00169D,0000462,1,14,1406,140681,1674,167405,231,508,1,508,231,277
D,20011019,123333,1000800,00169D,0000375,1,11,1121,112107,1853,185300,221,408,1,408,221,187
D,20011019,123333,1000800,00169D,0000534,1,11,1104,110415,1226,122600,374,779,1,779,374,405
D,20011019,123333,1000800,00169D,0000443,1,13,1301,130121,1886,188600,395,596,5,2980,1975,1005
D,20011019,123333,1000800,00169D,0000421,1,11,1105,110597,0616,061601,412,536,5,2680,2060,620
D,20011019,155030,1000796,00114D,0000565,1,11,1116,111601,1327,132700,249,324,1,324,249,75
D,20011019,155030,1000796,00114D,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94
D,20011019,160626,1000798,00135D,0000179,1,14,1403,140309,1551,155101,351,457,5,2285,1755,530
D,20011019,160626,1000798,00135D,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108
D,20011019,160626,1000798,00135D,0000334,1,11,1107,110797,1480,148000,299,389,1,389,299,90
D,20011019,160626,1000798,00135D,0000263,1,14,1401,140103,0983,098300,336,437,5,2185,1680,505
D,20011019,160626,1000798,00135D,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128
D,20011019,172329,1000797,00122D,0000569,1,13,1301,130123,1382,138203,502,895,1,895,502,393
D,20011019,172329,1000797,00122D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102
D,20011019,172329,1000797,00122D,0000467,1,11,1101,110115,0508,050800,173,274,1,274,173,101
D,20011019,172329,1000797,00122D,0000288,1,11,1108,110807,1001,100100,461,703,6,4218,2766,1452
D,20011019,172329,1000797,00122D,0000455,1,14,1406,140681,0361,036103,376,584,6,3504,2256,1248
D,20011019,172329,1000797,00122D,0000375,1,11,1121,112107,1853,185300,221,408,5,2040,1105,935
D,20011019,172329,1000797,00122D,0000526,1,14,1403,140317,1788,178802,346,562,5,2810,1730,1080
D,20011019,172329,1000797,00122D,0000238,1,11,1121,112197,0178,017803,271,438,1,438,271,167
D,20011019,172329,1000797,00122D,0000503,1,14,1403,140327,0371,037101,262,511,1,511,262,249
D,20011019,172329,1000797,00122D,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101
D,20011019,172329,1000797,00122D,0000224,1,11,1111,111101,1568,156800,448,583,1,583,448,135
D,20011020,120655,1000801,00039D,0000410,1,11,1121,112197,0701,070100,281,366,1,366,281,85
D,20011020,120655,1000801,00039D,0000274,1,11,1121,112107,0472,047200,359,467,1,467,359,108
D,20011020,120655,1000801,00039D,0000564,1,11,1102,110205,1735,173500,200,434,1,434,200,234
D,20011020,120655,1000801,00039D,0000333,1,14,1403,140309,1633,163302,468,766,5,3830,2340,1490
D,20011020,120655,1000801,00039D,0000430,1,11,1102,110297,1287,128703,231,372,1,372,231,141
D,20011020,120655,1000801,00039D,0000241,1,11,1111,111101,1715,171502,273,355,4,1420,1092,328
D,20011020,120655,1000801,00039D,0000430,1,11,1102,110297,1287,128703,231,372,5,1860,1155,705
D,20011020,120655,1000801,00039D,0000444,1,11,1116,111603,0315,031501,419,844,1,844,419,425
D,20011020,120655,1000801,00039D,0000505,1,11,1108,110803,0085,008500,194,253,6,1518,1164,354
D,20011020,141746,1000802,00080D,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83
D,20011020,141746,1000802,00080D,0000507,1,11,1102,110297,1145,114501,252,363,1,363,252,111
D,20011020,141746,1000802,00080D,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
D,20011020,141746,1000802,00080D,0000537,1,13,1301,130135,0596,059601,298,468,1,468,298,170
D,20011020,141746,1000802,00080D,0000357,1,11,1105,110505,0013,001300,500,859,1,859,500,359
D,20011020,141746,1000802,00080D,0000506,1,13,1301,130129,0854,085400,246,388,1,388,246,142
D,20011020,141746,1000802,00080D,0000264,1,11,1115,111509,0969,096902,469,610,1,610,469,141
D,20011020,141746,1000802,00080D,0000444,1,11,1116,111603,0315,031501,419,844,1,844,419,425
D,20011020,141746,1000802,00080D,0000270,1,11,1115,111507,0605,060502,238,383,1,383,238,145
D,20011020,141746,1000802,00080D,0000528,1,11,1107,110721,0547,054700,241,385,6,2310,1446,864
D,20011020,141746,1000802,00080D,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112
D,20011020,141746,1000802,00080D,0000643,1,11,1101,110123,1492,149202,213,277,1,277,213,64
D,20011020,141746,1000802,00080D,0000576,1,11,1102,110207,1579,157902,322,419,6,2514,1932,582
D,20011021,101405,1000807,00114D,0000522,1,13,1301,130121,1677,167705,261,340,1,340,261,79
D,20011021,114710,1000803,00006D,0000379,1,12,1201,120197,1725,172506,243,542,1,542,243,299
D,20011021,114710,1000803,00006D,0000489,1,11,1120,112003,1668,166803,196,364,1,364,196,168
D,20011021,114710,1000803,00006D,0000447,1,11,1105,110511,1574,157403,324,664,2,1328,648,680
D,20011021,114710,1000803,00006D,0000564,1,11,1102,110205,1735,173500,200,434,1,434,200,234
D,20011021,114710,1000803,00006D,0000621,1,11,1113,111301,1656,165602,413,537,1,537,413,124
D,20011021,152723,1000805,00054D,0000193,1,13,1301,130139,0026,002605,247,322,1,322,247,75
D,20011021,152723,1000805,00054D,0000657,1,11,1113,111301,0484,048401,257,335,1,335,257,78
D,20011021,152723,1000805,00054D,0000145,1,11,1105,110505,1725,172504,449,584,5,2920,2245,675
D,20011021,152723,1000805,00054D,0000410,1,11,1121,112197,0701,070100,281,366,1,366,281,85
D,20011021,162856,1000809,00218D,0000155,1,14,1406,140663,1475,147500,348,453,1,453,348,105
D,20011021,162856,1000809,00218D,0000504,1,11,1121,112113,0358,035804,297,438,1,438,297,141
D,20011021,162856,1000809,00218D,0000265,1,11,1119,111909,1631,163101,366,476,1,476,366,110
D,20011021,162856,1000809,00218D,0000470,1,11,1119,111909,0062,006201,274,441,6,2646,1644,1002
D,20011021,181626,1000806,00068D,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71
D,20011021,181626,1000806,00068D,0000485,1,14,1403,140315,0129,012907,166,370,6,2220,996,1224
D,20011021,181626,1000806,00068D,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81
D,20011021,181626,1000806,00068D,0000397,1,11,1105,110517,0191,019104,212,455,1,455,212,243
D,20011021,181626,1000806,00068D,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128
D,20011021,181626,1000806,00068D,0000593,1,14,1406,140695,0203,020300,434,911,1,911,434,477
D,20011021,181626,1000806,00068D,0000529,1,11,1112,111211,0038,003805,489,636,1,636,489,147
D,20011021,181626,1000806,00068D,0000532,1,13,1301,130121,1482,148204,202,263,1,263,202,61
D,20011021,190138,1000804,00039D,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46
D,20011021,190138,1000804,00039D,0000398,1,11,1104,110409,1193,119302,471,613,5,3065,2355,710
D,20011021,190138,1000804,00039D,0000326,1,11,1106,110601,1340,134000,416,779,1,779,416,363
D,20011021,190138,1000804,00039D,0000449,1,14,1406,140631,1215,121503,322,666,1,666,322,344
D,20011021,190138,1000804,00039D,0000155,1,14,1406,140663,1475,147500,348,453,1,453,348,105
D,20011021,190138,1000804,00039D,0000635,1,11,1118,111805,0828,082803,291,379,1,379,291,88
D,20011021,190138,1000804,00039D,0000130,1,11,1116,111603,0938,093801,315,410,1,410,315,95
D,20011021,190138,1000804,00039D,0000596,1,14,1401,140111,1068,106801,406,528,1,528,406,122
D,20011021,190138,1000804,00039D,0000384,1,14,1402,140205,0556,055600,286,533,1,533,286,247
D,20011021,190138,1000804,00039D,0000408,1,11,1112,111201,0690,069004,410,655,2,1310,820,490
D,20011021,190138,1000804,00039D,0000304,1,11,1107,110707,1487,148704,343,446,1,446,343,103
D,20011021,190138,1000804,00039D,0000417,1,11,1107,110703,0442,044204,395,756,5,3780,1975,1805
D,20011021,200922,1000808,00126D,0000176,1,11,1116,111601,0018,001800,253,400,1,400,253,147
D,20011021,200922,1000808,00126D,0000541,1,11,1101,110129,0121,012101,277,655,5,3275,1385,1890
D,20011021,200922,1000808,00126D,0000133,1,11,1111,111107,0552,055202,386,502,1,502,386,116
D,20011021,200922,1000808,00126D,0000441,1,11,1110,111007,0713,071300,296,1055,1,1055,296,759
D,20011021,200922,1000808,00126D,0000285,1,11,1110,111015,1516,151601,208,516,1,516,208,308
D,20011021,200922,1000808,00126D,0000705,1,11,1115,111507,0454,045400,259,337,1,337,259,78
D,20011021,200922,1000808,00126D,0000382,1,11,1119,111905,1336,133601,282,469,1,469,282,187
D,20011021,200922,1000808,00126D,0000562,1,11,1101,110142,1440,144003,415,540,1,540,415,125
D,20011022,112744,1000813,00240D,0000254,1,11,1115,111597,1124,112402,370,556,1,556,370,186
D,20011022,112744,1000813,00240D,0000459,1,11,1115,111509,1669,166901,358,594,1,594,358,236
D,20011022,112744,1000813,00240D,0000539,1,11,1111,111107,1835,183504,185,241,1,241,185,56
D,20011022,112744,1000813,00240D,0000700,1,11,1110,111005,0480,048004,489,636,1,636,489,147
D,20011022,141136,1000811,00169D,0000568,1,11,1111,111113,0463,046305,81,179,1,179,81,98
D,20011022,143522,1000812,00171D,0000324,1,11,1120,112005,1854,185406,286,446,1,446,286,160
D,20011022,143522,1000812,00171D,0000582,1,11,1101,110133,0870,087000,421,623,1,623,421,202
D,20011022,143522,1000812,00171D,0000216,1,11,1107,110707,1113,111304,189,246,1,246,189,57
D,20011022,143522,1000812,00171D,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100
D,20011022,143522,1000812,00171D,0000633,1,11,1121,112105,0742,074201,145,189,1,189,145,44
D,20011022,151312,1000814,00247D,0000189,1,11,1103,110397,1510,151003,321,418,1,418,321,97
D,20011022,151312,1000814,00247D,0000221,1,13,1303,130303,1137,113701,422,549,1,549,422,127
D,20011022,151312,1000814,00247D,0000385,1,11,1106,110605,1175,117501,278,362,6,2172,1668,504
D,20011022,164136,1000810,00025D,0000560,1,11,1101,110133,1053,105300,373,485,3,1455,1119,336
D,20011022,164136,1000810,00025D,0000349,1,13,1301,130198,1017,101703,247,469,6,2814,1482,1332
D,20011022,164136,1000810,00025D,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108
D,20011022,164136,1000810,00025D,0000345,1,11,1121,112105,0188,018800,343,446,1,446,343,103
D,20011022,164136,1000810,00025D,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90
D,20011023,095737,1000816,00064D,0000410,1,11,1121,112197,0701,070100,281,366,5,1830,1405,425
D,20011023,095737,1000816,00064D,0000695,1,11,1112,111205,0415,041501,340,442,1,442,340,102
D,20011023,095737,1000816,00064D,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42
D,20011023,131323,1000815,00041D,0000303,1,14,1406,140611,0856,085602,310,403,5,2015,1550,465
D,20011023,165543,1000817,00084D,0000519,1,13,1301,130129,1427,142700,170,278,1,278,170,108
D,20011023,165543,1000817,00084D,0000335,1,11,1101,110103,0485,048500,109,294,1,294,109,185
D,20011023,165543,1000817,00084D,0000423,1,11,1107,110791,0107,010703,290,530,1,530,290,240
D,20011023,165543,1000817,00084D,0000286,1,11,1104,110415,1057,105702,302,504,1,504,302,202
D,20011023,165543,1000817,00084D,0000531,1,11,1117,111701,0158,015803,192,250,1,250,192,58
D,20011023,165543,1000817,00084D,0000383,1,11,1103,110301,1919,191900,404,611,6,3666,2424,1242
D,20011023,165543,1000817,00084D,0000490,1,13,1301,130123,0887,088701,357,908,1,908,357,551
D,20011023,165543,1000817,00084D,0000334,1,11,1107,110797,1480,148000,299,389,1,389,299,90
D,20011023,165543,1000817,00084D,0000690,1,13,1301,130133,0793,079301,586,762,1,762,586,176
D,20011023,165543,1000817,00084D,0000390,1,11,1117,111797,1943,194300,411,656,1,656,411,245
D,20011024,103252,1000820,00072D,0000455,1,14,1406,140681,0361,036103,376,781,1,781,376,405
D,20011024,103252,1000820,00072D,0000585,1,11,1101,110139,1353,135300,282,446,5,2230,1410,820
D,20011024,103252,1000820,00072D,0000442,1,11,1101,110197,0266,026600,240,607,1,607,240,367
D,20011024,115016,1000821,00114D,0000313,1,11,1119,111997,1378,137803,185,372,5,1860,925,935
D,20011024,115016,1000821,00114D,0000399,1,11,1113,111307,0939,093902,198,297,1,297,198,99
D,20011024,115016,1000821,00114D,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88
D,20011024,115016,1000821,00114D,0000621,1,11,1113,111301,1656,165602,413,537,1,537,413,124
D,20011024,142402,1000824,00252D,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88
D,20011024,150158,1000822,00199D,0000536,1,11,1113,111307,1083,108301,206,411,1,411,206,205
D,20011024,150158,1000822,00199D,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
D,20011024,150158,1000822,00199D,0000554,1,11,1108,110807,1716,171603,250,325,1,325,250,75
D,20011024,150158,1000822,00199D,0000106,1,14,1403,140317,0335,033502,354,461,1,461,354,107
D,20011024,150158,1000822,00199D,0000363,1,11,1104,110409,0649,064905,435,566,5,2830,2175,655
D,20011024,150158,1000822,00199D,0000347,1,11,1119,111905,1646,164603,297,387,1,387,297,90
D,20011024,164428,1000823,00247D,0000493,1,11,1113,111305,1755,175504,274,357,6,2142,1644,498
D,20011024,164428,1000823,00247D,0000319,1,11,1101,110197,1895,189503,395,514,1,514,395,119
D,20011024,164428,1000823,00247D,0000467,1,11,1101,110115,0508,050800,173,274,1,274,173,101
D,20011024,164428,1000823,00247D,0000370,1,11,1102,110211,1261,126101,224,353,1,353,224,129
D,20011024,164428,1000823,00247D,0000424,1,11,1111,111113,1484,148401,226,379,6,2274,1356,918
D,20011024,165100,1000818,00064D,0000306,1,13,1301,130135,0536,053604,288,627,1,627,288,339
D,20011024,165100,1000818,00064D,0000403,1,11,1120,112097,0465,046500,203,321,6,1926,1218,708
