顧客,日付,日数
00216C,20010615,164
00216C,20010622,171
00216C,20010622,171
00216C,20010622,171
00216C,20010622,171
00216C,20010622,171
00216C,20010622,171
00216C,20010622,171
00216C,20010814,224
00216C,20010814,224
00216D,20010321,78
00216D,20010321,78
00216D,20010321,78
00216D,20010321,78
00216D,20010321,78
00216D,20010321,78
00216D,20010321,78
00216D,20010321,78
00216D,20010321,78
00216D,20010321,78
00216D,20010523,141
00216D,20010523,141
00216D,20010523,141
00216D,20010523,141
00216D,20010523,141
00216D,20010615,164
00216D,20010615,164
00216D,20010615,164
00216D,20010622,171
00216D,20010622,171
00216D,20010622,171
00216D,20010622,171
00216D,20010622,171
00216D,20010622,171
00216D,20010622,171
00216D,20010814,224
00216D,20010814,224
00217A,20010131,29
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010204,33
00217A,20010227,56
00217A,20010227,56
00217A,20010227,56
00217A,20010227,56
00217A,20010227,56
00217A,20010227,56
00217A,20010227,56
00217A,20010227,56
00217A,20010227,56
00217A,20010409,97
00217A,20010409,97
00217A,20010409,97
00217A,20010409,97
00217A,20010427,115
00217A,20010427,115
00217A,20010427,115
00217A,20010427,115
00217A,20010427,115
00217A,20010518,136
00217A,20010518,136
00217B,20010131,29
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010204,33
00217B,20010227,56
00217B,20010227,56
00217B,20010227,56
00217B,20010227,56
00217B,20010227,56
00217B,20010227,56
00217B,20010227,56
00217B,20010227,56
00217B,20010227,56
00217B,20010409,97
00217B,20010409,97
00217B,20010409,97
00217B,20010409,97
00217B,20010427,115
00217B,20010427,115
00217B,20010427,115
00217B,20010427,115
00217B,20010427,115
00217B,20010518,136
00217B,20010518,136
00217C,20010131,29
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010204,33
00217C,20010227,56
00217C,20010227,56
00217C,20010227,56
00217C,20010227,56
00217C,20010227,56
00217C,20010227,56
00217C,20010227,56
00217C,20010227,56
00217C,20010227,56
00217C,20010409,97
00217C,20010409,97
00217C,20010409,97
00217C,20010409,97
00217C,20010427,115
00217C,20010427,115
00217C,20010427,115
00217C,20010427,115
00217C,20010427,115
00217C,20010518,136
00217C,20010518,136
00217D,20010131,29
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010204,33
00217D,20010227,56
00217D,20010227,56
00217D,20010227,56
00217D,20010227,56
00217D,20010227,56
00217D,20010227,56
00217D,20010227,56
00217D,20010227,56
00217D,20010227,56
00217D,20010409,97
00217D,20010409,97
00217D,20010409,97
00217D,20010409,97
00217D,20010427,115
00217D,20010427,115
00217D,20010427,115
00217D,20010427,115
00217D,20010427,115
00217D,20010518,136
00217D,20010518,136
00218A,20010802,212
00218A,20010802,212
00218A,20010802,212
00218A,20010802,212
00218A,20010802,212
00218A,20010802,212
00218A,20010802,212
00218A,20010813,223
00218A,20010813,223
00218A,20010813,223
00218A,20010813,223
00218A,20010813,223
00218A,20010813,223
00218A,20010813,223
00218A,20010813,223
00218A,20010813,223
00218A,20010820,230
00218A,20010820,230
00218A,20010820,230
00218A,20010820,230
00218A,20010827,237
00218A,20010827,237
00218A,20010827,237
00218A,20010827,237
00218A,20010827,237
00218A,20010827,237
00218A,20010903,244
00218A,20010903,244
00218A,20010903,244
00218A,20010903,244
00218A,20010922,263
00218A,20010922,263
00218A,20010922,263
00218A,20010922,263
00218A,20011021,292
00218A,20011021,292
00218A,20011021,292
00218A,20011021,292
00218A,20011102,304
00218A,20011102,304
00218A,20011205,337
00218A,20011205,337
00218A,20011205,337
00218A,20011205,337
00218A,20011206,338
00218A,20011209,341
00218A,20011209,341
00218B,20010802,212
00218B,20010802,212
00218B,20010802,212
00218B,20010802,212
00218B,20010802,212
00218B,20010802,212
00218B,20010802,212
00218B,20010813,223
00218B,20010813,223
00218B,20010813,223
00218B,20010813,223
00218B,20010813,223
00218B,20010813,223
00218B,20010813,223
00218B,20010813,223
00218B,20010813,223
00218B,20010820,230
00218B,20010820,230
00218B,20010820,230
00218B,20010820,230
00218B,20010827,237
00218B,20010827,237
00218B,20010827,237
00218B,20010827,237
00218B,20010827,237
00218B,20010827,237
00218B,20010903,244
00218B,20010903,244
00218B,20010903,244
00218B,20010903,244
00218B,20010922,263
00218B,20010922,263
00218B,20010922,263
00218B,20010922,263
00218B,20011021,292
00218B,20011021,292
00218B,20011021,292
00218B,20011021,292
00218B,20011102,304
00218B,20011102,304
00218B,20011205,337
00218B,20011205,337
00218B,20011205,337
00218B,20011205,337
00218B,20011206,338
00218B,20011209,341
00218B,20011209,341
00218C,20010802,212
00218C,20010802,212
00218C,20010802,212
00218C,20010802,212
00218C,20010802,212
00218C,20010802,212
00218C,20010802,212
00218C,20010813,223
00218C,20010813,223
00218C,20010813,223
00218C,20010813,223
00218C,20010813,223
00218C,20010813,223
00218C,20010813,223
00218C,20010813,223
00218C,20010813,223
00218C,20010820,230
00218C,20010820,230
00218C,20010820,230
00218C,20010820,230
00218C,20010827,237
00218C,20010827,237
00218C,20010827,237
00218C,20010827,237
00218C,20010827,237
00218C,20010827,237
00218C,20010903,244
00218C,20010903,244
00218C,20010903,244
00218C,20010903,244
00218C,20010922,263
00218C,20010922,263
00218C,20010922,263
00218C,20010922,263
00218C,20011021,292
00218C,20011021,292
00218C,20011021,292
00218C,20011021,292
00218C,20011102,304
00218C,20011102,304
00218C,20011205,337
00218C,20011205,337
00218C,20011205,337
00218C,20011205,337
00218C,20011206,338
00218C,20011209,341
00218C,20011209,341
00218D,20010802,212
00218D,20010802,212
00218D,20010802,212
00218D,20010802,212
00218D,20010802,212
00218D,20010802,212
00218D,20010802,212
00218D,20010813,223
00218D,20010813,223
00218D,20010813,223
00218D,20010813,223
00218D,20010813,223
00218D,20010813,223
00218D,20010813,223
00218D,20010813,223
00218D,20010813,223
00218D,20010820,230
00218D,20010820,230
00218D,20010820,230
00218D,20010820,230
00218D,20010827,237
00218D,20010827,237
00218D,20010827,237
00218D,20010827,237
00218D,20010827,237
00218D,20010827,237
00218D,20010903,244
00218D,20010903,244
00218D,20010903,244
00218D,20010903,244
00218D,20010922,263
00218D,20010922,263
00218D,20010922,263
00218D,20010922,263
00218D,20011021,292
00218D,20011021,292
00218D,20011021,292
00218D,20011021,292
00218D,20011102,304
00218D,20011102,304
00218D,20011205,337
00218D,20011205,337
00218D,20011205,337
00218D,20011205,337
00218D,20011206,338
00218D,20011209,341
00218D,20011209,341
00219A,20010603,152
00219A,20010603,152
00219A,20010630,179
00219A,20010630,179
00219A,20010702,181
00219A,20010702,181
00219A,20010702,181
00219A,20010702,181
00219A,20010820,230
00219A,20010820,230
00219A,20010820,230
00219A,20010820,230
00219A,20010820,230
00219A,20010820,230
00219B,20010603,152
00219B,20010603,152
00219B,20010630,179
00219B,20010630,179
00219B,20010702,181
00219B,20010702,181
00219B,20010702,181
00219B,20010702,181
00219B,20010820,230
00219B,20010820,230
00219B,20010820,230
00219B,20010820,230
00219B,20010820,230
00219B,20010820,230
00219C,20010603,152
00219C,20010603,152
00219C,20010630,179
00219C,20010630,179
00219C,20010702,181
00219C,20010702,181
00219C,20010702,181
00219C,20010702,181
00219C,20010820,230
00219C,20010820,230
00219C,20010820,230
00219C,20010820,230
00219C,20010820,230
00219C,20010820,230
00219D,20010603,152
00219D,20010603,152
00219D,20010630,179
00219D,20010630,179
00219D,20010702,181
00219D,20010702,181
00219D,20010702,181
00219D,20010702,181
00219D,20010820,230
00219D,20010820,230
00219D,20010820,230
00219D,20010820,230
00219D,20010820,230
00219D,20010820,230
00220A,20010111,9
00220A,20010111,9
00220A,20010111,9
00220A,20010111,9
00220A,20010111,9
00220A,20010111,9
00220A,20010111,9
00220A,20010111,9
00220A,20010330,87
00220A,20010330,87
00220A,20010330,87
00220A,20010330,87
00220A,20010330,87
00220A,20010330,87
00220A,20010330,87
00220A,20010415,103
00220A,20010415,103
00220A,20010415,103
00220A,20010415,103
00220A,20010415,103
00220A,20010415,103
00220A,20010415,103
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010418,106
00220A,20010723,202
00220A,20010723,202
00220A,20010723,202
00220A,20010723,202
00220A,20010723,202
00220A,20010723,202
00220B,20010111,9
00220B,20010111,9
00220B,20010111,9
00220B,20010111,9
00220B,20010111,9
00220B,20010111,9
00220B,20010111,9
00220B,20010111,9
00220B,20010330,87
00220B,20010330,87
00220B,20010330,87
00220B,20010330,87
00220B,20010330,87
00220B,20010330,87
00220B,20010330,87
00220B,20010415,103
00220B,20010415,103
00220B,20010415,103
00220B,20010415,103
00220B,20010415,103
00220B,20010415,103
00220B,20010415,103
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010418,106
00220B,20010723,202
00220B,20010723,202
00220B,20010723,202
00220B,20010723,202
00220B,20010723,202
00220B,20010723,202
00220C,20010111,9
00220C,20010111,9
00220C,20010111,9
00220C,20010111,9
00220C,20010111,9
00220C,20010111,9
00220C,20010111,9
00220C,20010111,9
00220C,20010330,87
00220C,20010330,87
00220C,20010330,87
00220C,20010330,87
00220C,20010330,87
00220C,20010330,87
00220C,20010330,87
00220C,20010415,103
00220C,20010415,103
00220C,20010415,103
00220C,20010415,103
00220C,20010415,103
00220C,20010415,103
00220C,20010415,103
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010418,106
00220C,20010723,202
00220C,20010723,202
00220C,20010723,202
00220C,20010723,202
00220C,20010723,202
00220C,20010723,202
00220D,20010111,9
00220D,20010111,9
00220D,20010111,9
00220D,20010111,9
00220D,20010111,9
00220D,20010111,9
00220D,20010111,9
00220D,20010111,9
00220D,20010330,87
00220D,20010330,87
00220D,20010330,87
00220D,20010330,87
00220D,20010330,87
00220D,20010330,87
00220D,20010330,87
00220D,20010415,103
00220D,20010415,103
00220D,20010415,103
00220D,20010415,103
00220D,20010415,103
00220D,20010415,103
00220D,20010415,103
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010418,106
00220D,20010723,202
00220D,20010723,202
00220D,20010723,202
00220D,20010723,202
00220D,20010723,202
00220D,20010723,202
00221A,20010217,46
00221A,20010217,46
00221A,20010217,46
00221A,20010217,46
00221A,20010217,46
00221A,20010217,46
00221A,20010217,46
00221A,20010217,46
00221A,20010217,46
00221A,20010609,158
00221A,20010609,158
00221A,20010609,158
00221A,20010609,158
00221A,20010609,158
00221A,20010609,158
00221A,20010609,158
00221A,20010626,175
00221A,20010626,175
00221A,20010626,175
00221A,20010626,175
00221A,20010629,178
00221A,20010629,178
00221A,20010629,178
00221A,20010629,178
00221A,20010629,178
00221A,20010629,178
00221A,20010629,178
00221A,20010629,178
00221A,20010629,178
00221A,20010722,201
00221A,20010722,201
00221A,20010722,201
00221A,20010722,201
00221A,20010722,201
00221B,20010217,46
00221B,20010217,46
00221B,20010217,46
00221B,20010217,46
00221B,20010217,46
00221B,20010217,46
00221B,20010217,46
00221B,20010217,46
00221B,20010217,46
00221B,20010609,158
00221B,20010609,158
00221B,20010609,158
00221B,20010609,158
00221B,20010609,158
00221B,20010609,158
00221B,20010609,158
00221B,20010626,175
00221B,20010626,175
00221B,20010626,175
00221B,20010626,175
00221B,20010629,178
00221B,20010629,178
00221B,20010629,178
00221B,20010629,178
00221B,20010629,178
00221B,20010629,178
00221B,20010629,178
00221B,20010629,178
00221B,20010629,178
00221B,20010722,201
00221B,20010722,201
00221B,20010722,201
00221B,20010722,201
00221B,20010722,201
00221C,20010217,46
00221C,20010217,46
00221C,20010217,46
00221C,20010217,46
00221C,20010217,46
00221C,20010217,46
00221C,20010217,46
00221C,20010217,46
00221C,20010217,46
00221C,20010609,158
00221C,20010609,158
00221C,20010609,158
00221C,20010609,158
00221C,20010609,158
00221C,20010609,158
00221C,20010609,158
00221C,20010626,175
00221C,20010626,175
00221C,20010626,175
00221C,20010626,175
00221C,20010629,178
00221C,20010629,178
00221C,20010629,178
00221C,20010629,178
00221C,20010629,178
00221C,20010629,178
00221C,20010629,178
00221C,20010629,178
00221C,20010629,178
00221C,20010722,201
00221C,20010722,201
00221C,20010722,201
00221C,20010722,201
00221C,20010722,201
00221D,20010217,46
00221D,20010217,46
00221D,20010217,46
00221D,20010217,46
00221D,20010217,46
00221D,20010217,46
00221D,20010217,46
00221D,20010217,46
00221D,20010217,46
00221D,20010609,158
00221D,20010609,158
00221D,20010609,158
00221D,20010609,158
00221D,20010609,158
00221D,20010609,158
00221D,20010609,158
00221D,20010626,175
00221D,20010626,175
00221D,20010626,175
00221D,20010626,175
00221D,20010629,178
00221D,20010629,178
00221D,20010629,178
00221D,20010629,178
00221D,20010629,178
00221D,20010629,178
00221D,20010629,178
00221D,20010629,178
00221D,20010629,178
00221D,20010722,201
00221D,20010722,201
00221D,20010722,201
00221D,20010722,201
00221D,20010722,201
00222A,20010404,92
00222A,20010404,92
00222A,20010404,92
00222A,20010404,92
00222A,20010404,92
00222A,20010404,92
00222A,20010404,92
00222A,20010404,92
00222A,20010404,92
00222A,20010413,101
00222A,20010413,101
00222A,20010413,101
00222A,20010413,101
00222A,20010413,101
00222A,20010413,101
00222A,20010421,109
00222A,20010421,109
00222A,20010421,109
00222A,20010421,109
00222A,20010421,109
00222A,20010421,109
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010501,119
00222A,20010704,183
00222A,20010704,183
00222A,20010704,183
00222A,20010704,183
00222A,20010704,183
00222A,20010704,183
00222A,20010704,183
00222A,20010704,183
00222A,20010704,183
00222B,20010404,92
00222B,20010404,92
00222B,20010404,92
00222B,20010404,92
00222B,20010404,92
00222B,20010404,92
00222B,20010404,92
00222B,20010404,92
00222B,20010404,92
00222B,20010413,101
00222B,20010413,101
00222B,20010413,101
00222B,20010413,101
00222B,20010413,101
00222B,20010413,101
00222B,20010421,109
00222B,20010421,109
00222B,20010421,109
00222B,20010421,109
00222B,20010421,109
00222B,20010421,109
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010501,119
00222B,20010704,183
00222B,20010704,183
00222B,20010704,183
00222B,20010704,183
00222B,20010704,183
00222B,20010704,183
00222B,20010704,183
00222B,20010704,183
00222B,20010704,183
00222C,20010404,92
00222C,20010404,92
00222C,20010404,92
00222C,20010404,92
00222C,20010404,92
00222C,20010404,92
00222C,20010404,92
00222C,20010404,92
00222C,20010404,92
00222C,20010413,101
00222C,20010413,101
00222C,20010413,101
00222C,20010413,101
00222C,20010413,101
00222C,20010413,101
00222C,20010421,109
00222C,20010421,109
00222C,20010421,109
00222C,20010421,109
00222C,20010421,109
00222C,20010421,109
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010501,119
00222C,20010704,183
00222C,20010704,183
00222C,20010704,183
00222C,20010704,183
00222C,20010704,183
00222C,20010704,183
00222C,20010704,183
00222C,20010704,183
00222C,20010704,183
00222D,20010404,92
00222D,20010404,92
00222D,20010404,92
00222D,20010404,92
00222D,20010404,92
00222D,20010404,92
00222D,20010404,92
00222D,20010404,92
00222D,20010404,92
00222D,20010413,101
00222D,20010413,101
00222D,20010413,101
00222D,20010413,101
00222D,20010413,101
00222D,20010413,101
00222D,20010421,109
00222D,20010421,109
00222D,20010421,109
00222D,20010421,109
00222D,20010421,109
00222D,20010421,109
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010501,119
00222D,20010704,183
00222D,20010704,183
00222D,20010704,183
00222D,20010704,183
00222D,20010704,183
00222D,20010704,183
00222D,20010704,183
00222D,20010704,183
00222D,20010704,183
00223A,20010521,139
00223A,20010521,139
00223A,20010521,139
00223A,20010521,139
00223A,20010521,139
00223A,20010521,139
00223A,20010521,139
00223A,20010603,152
00223A,20010603,152
00223A,20010603,152
00223A,20010603,152
00223A,20010603,152
00223A,20010603,152
00223A,20010606,155
00223A,20010606,155
00223A,20010606,155
00223A,20010606,155
00223A,20010606,155
00223A,20010606,155
00223A,20010606,155
00223A,20010717,196
00223A,20010717,196
00223A,20010717,196
00223A,20010717,196
00223A,20010717,196
00223A,20010717,196
00223A,20010717,196
00223A,20010717,196
00223A,20010809,219
00223A,20010809,219
00223A,20010809,219
00223A,20010809,219
00223A,20010809,219
00223A,20010809,219
00223A,20010809,219
00223A,20010824,234
00223A,20010824,234
00223A,20010824,234
00223A,20010824,234
00223A,20010824,234
00223A,20010824,234
00223A,20010824,234
00223A,20010918,259
00223A,20010918,259
00223A,20010918,259
00223A,20010918,259
00223A,20010921,262
00223A,20010922,263
00223A,20010922,263
00223A,20010922,263
00223A,20010922,263
00223A,20010922,263
00223A,20010922,263
00223A,20011011,282
00223A,20011011,282
00223A,20011011,282
00223A,20011011,282
00223A,20011011,282
00223A,20011015,286
00223A,20011015,286
00223A,20011015,286
00223A,20011025,296
00223A,20011025,296
00223A,20011025,296
00223A,20011104,306
00223A,20011104,306
00223B,20010521,139
00223B,20010521,139
00223B,20010521,139
00223B,20010521,139
00223B,20010521,139
00223B,20010521,139
00223B,20010521,139
00223B,20010603,152
00223B,20010603,152
00223B,20010603,152
00223B,20010603,152
00223B,20010603,152
00223B,20010603,152
00223B,20010606,155
00223B,20010606,155
00223B,20010606,155
00223B,20010606,155
00223B,20010606,155
00223B,20010606,155
00223B,20010606,155
00223B,20010717,196
00223B,20010717,196
00223B,20010717,196
00223B,20010717,196
00223B,20010717,196
00223B,20010717,196
00223B,20010717,196
00223B,20010717,196
00223B,20010809,219
00223B,20010809,219
00223B,20010809,219
00223B,20010809,219
00223B,20010809,219
00223B,20010809,219
00223B,20010809,219
00223B,20010824,234
00223B,20010824,234
00223B,20010824,234
00223B,20010824,234
00223B,20010824,234
00223B,20010824,234
00223B,20010824,234
00223B,20010918,259
00223B,20010918,259
00223B,20010918,259
00223B,20010918,259
00223B,20010921,262
00223B,20010922,263
00223B,20010922,263
00223B,20010922,263
00223B,20010922,263
00223B,20010922,263
00223B,20010922,263
00223B,20011011,282
00223B,20011011,282
00223B,20011011,282
00223B,20011011,282
00223B,20011011,282
00223B,20011015,286
00223B,20011015,286
00223B,20011015,286
00223B,20011025,296
00223B,20011025,296
00223B,20011025,296
00223B,20011104,306
00223B,20011104,306
00223C,20010521,139
00223C,20010521,139
00223C,20010521,139
00223C,20010521,139
00223C,20010521,139
00223C,20010521,139
00223C,20010521,139
00223C,20010603,152
00223C,20010603,152
00223C,20010603,152
00223C,20010603,152
00223C,20010603,152
00223C,20010603,152
00223C,20010606,155
00223C,20010606,155
00223C,20010606,155
00223C,20010606,155
00223C,20010606,155
00223C,20010606,155
00223C,20010606,155
00223C,20010717,196
00223C,20010717,196
00223C,20010717,196
00223C,20010717,196
00223C,20010717,196
00223C,20010717,196
00223C,20010717,196
00223C,20010717,196
00223C,20010809,219
00223C,20010809,219
00223C,20010809,219
00223C,20010809,219
00223C,20010809,219
00223C,20010809,219
00223C,20010809,219
00223C,20010824,234
00223C,20010824,234
00223C,20010824,234
00223C,20010824,234
00223C,20010824,234
00223C,20010824,234
00223C,20010824,234
00223C,20010918,259
00223C,20010918,259
00223C,20010918,259
00223C,20010918,259
00223C,20010921,262
00223C,20010922,263
00223C,20010922,263
00223C,20010922,263
00223C,20010922,263
00223C,20010922,263
00223C,20010922,263
00223C,20011011,282
00223C,20011011,282
00223C,20011011,282
00223C,20011011,282
00223C,20011011,282
00223C,20011015,286
00223C,20011015,286
00223C,20011015,286
00223C,20011025,296
00223C,20011025,296
00223C,20011025,296
00223C,20011104,306
00223C,20011104,306
00223D,20010521,139
00223D,20010521,139
00223D,20010521,139
00223D,20010521,139
00223D,20010521,139
00223D,20010521,139
00223D,20010521,139
00223D,20010603,152
00223D,20010603,152
00223D,20010603,152
00223D,20010603,152
00223D,20010603,152
00223D,20010603,152
00223D,20010606,155
00223D,20010606,155
00223D,20010606,155
00223D,20010606,155
00223D,20010606,155
00223D,20010606,155
00223D,20010606,155
00223D,20010717,196
00223D,20010717,196
00223D,20010717,196
00223D,20010717,196
00223D,20010717,196
00223D,20010717,196
00223D,20010717,196
00223D,20010717,196
00223D,20010809,219
00223D,20010809,219
00223D,20010809,219
00223D,20010809,219
00223D,20010809,219
00223D,20010809,219
00223D,20010809,219
00223D,20010824,234
00223D,20010824,234
00223D,20010824,234
00223D,20010824,234
00223D,20010824,234
00223D,20010824,234
00223D,20010824,234
00223D,20010918,259
00223D,20010918,259
00223D,20010918,259
00223D,20010918,259
00223D,20010921,262
00223D,20010922,263
00223D,20010922,263
00223D,20010922,263
00223D,20010922,263
00223D,20010922,263
00223D,20010922,263
00223D,20011011,282
00223D,20011011,282
00223D,20011011,282
00223D,20011011,282
00223D,20011011,282
00223D,20011015,286
00223D,20011015,286
00223D,20011015,286
00223D,20011025,296
00223D,20011025,296
00223D,20011025,296
00223D,20011104,306
00223D,20011104,306
00224A,20010503,121
00224A,20010503,121
00224B,20010503,121
00224B,20010503,121
00224C,20010503,121
00224C,20010503,121
00224D,20010503,121
00224D,20010503,121
00225A,20010306,63
00225A,20010306,63
00225A,20010306,63
00225A,20010306,63
00225A,20010404,92
00225A,20010506,124
00225A,20010506,124
00225A,20010506,124
00225A,20010506,124
00225A,20010506,124
00225A,20010506,124
00225A,20010601,150
00225A,20010601,150
00225A,20010601,150
00225B,20010306,63
00225B,20010306,63
00225B,20010306,63
00225B,20010306,63
00225B,20010404,92
00225B,20010506,124
00225B,20010506,124
00225B,20010506,124
00225B,20010506,124
00225B,20010506,124
00225B,20010506,124
00225B,20010601,150
00225B,20010601,150
00225B,20010601,150
00225C,20010306,63
00225C,20010306,63
00225C,20010306,63
00225C,20010306,63
00225C,20010404,92
00225C,20010506,124
00225C,20010506,124
00225C,20010506,124
00225C,20010506,124
00225C,20010506,124
00225C,20010506,124
00225C,20010601,150
00225C,20010601,150
00225C,20010601,150
00225D,20010306,63
00225D,20010306,63
00225D,20010306,63
00225D,20010306,63
00225D,20010404,92
00225D,20010506,124
00225D,20010506,124
00225D,20010506,124
00225D,20010506,124
00225D,20010506,124
00225D,20010506,124
00225D,20010601,150
00225D,20010601,150
00225D,20010601,150
00226A,20010714,193
00226A,20010714,193
00226A,20010714,193
00226A,20010714,193
00226A,20010714,193
00226A,20010719,198
00226A,20010719,198
00226A,20010719,198
00226A,20010719,198
00226A,20010719,198
00226A,20010719,198
00226A,20010723,202
00226A,20010723,202
00226A,20010723,202
00226A,20010723,202
00226A,20010731,210
00226A,20010731,210
00226A,20010731,210
00226A,20010731,210
00226A,20010731,210
00226A,20010731,210
00226A,20010731,210
00226A,20010731,210
00226A,20010803,213
00226A,20010803,213
00226A,20010803,213
00226A,20010803,213
00226A,20010803,213
00226A,20010803,213
00226A,20010818,228
00226A,20010818,228
00226A,20010818,228
00226A,20010818,228
00226B,20010714,193
00226B,20010714,193
00226B,20010714,193
00226B,20010714,193
00226B,20010714,193
00226B,20010719,198
00226B,20010719,198
00226B,20010719,198
00226B,20010719,198
00226B,20010719,198
00226B,20010719,198
00226B,20010723,202
00226B,20010723,202
00226B,20010723,202
00226B,20010723,202
00226B,20010731,210
00226B,20010731,210
00226B,20010731,210
00226B,20010731,210
00226B,20010731,210
00226B,20010731,210
00226B,20010731,210
00226B,20010731,210
00226B,20010803,213
00226B,20010803,213
00226B,20010803,213
00226B,20010803,213
00226B,20010803,213
00226B,20010803,213
00226B,20010818,228
00226B,20010818,228
00226B,20010818,228
00226B,20010818,228
00226C,20010714,193
00226C,20010714,193
00226C,20010714,193
00226C,20010714,193
00226C,20010714,193
00226C,20010719,198
00226C,20010719,198
00226C,20010719,198
00226C,20010719,198
00226C,20010719,198
00226C,20010719,198
00226C,20010723,202
00226C,20010723,202
00226C,20010723,202
00226C,20010723,202
00226C,20010731,210
00226C,20010731,210
00226C,20010731,210
00226C,20010731,210
00226C,20010731,210
00226C,20010731,210
00226C,20010731,210
00226C,20010731,210
00226C,20010803,213
00226C,20010803,213
00226C,20010803,213
00226C,20010803,213
00226C,20010803,213
00226C,20010803,213
00226C,20010818,228
00226C,20010818,228
00226C,20010818,228
00226C,20010818,228
00226D,20010714,193
00226D,20010714,193
00226D,20010714,193
00226D,20010714,193
00226D,20010714,193
00226D,20010719,198
00226D,20010719,198
00226D,20010719,198
00226D,20010719,198
00226D,20010719,198
00226D,20010719,198
00226D,20010723,202
00226D,20010723,202
00226D,20010723,202
00226D,20010723,202
00226D,20010731,210
00226D,20010731,210
00226D,20010731,210
00226D,20010731,210
00226D,20010731,210
00226D,20010731,210
00226D,20010731,210
00226D,20010731,210
00226D,20010803,213
00226D,20010803,213
00226D,20010803,213
00226D,20010803,213
00226D,20010803,213
00226D,20010803,213
00226D,20010818,228
00226D,20010818,228
00226D,20010818,228
00226D,20010818,228
00227A,20010212,41
00227A,20010212,41
00227A,20010212,41
00227A,20010212,41
00227A,20010212,41
00227A,20010212,41
00227A,20010212,41
00227A,20010212,41
00227A,20010212,41
00227A,20010409,97
00227A,20010409,97
00227A,20010409,97
00227A,20010409,97
00227A,20010409,97
00227A,20010409,97
00227B,20010212,41
00227B,20010212,41
00227B,20010212,41
00227B,20010212,41
00227B,20010212,41
00227B,20010212,41
00227B,20010212,41
00227B,20010212,41
00227B,20010212,41
00227B,20010409,97
00227B,20010409,97
00227B,20010409,97
00227B,20010409,97
00227B,20010409,97
00227B,20010409,97
00227C,20010212,41
00227C,20010212,41
00227C,20010212,41
00227C,20010212,41
00227C,20010212,41
00227C,20010212,41
00227C,20010212,41
00227C,20010212,41
00227C,20010212,41
00227C,20010409,97
00227C,20010409,97
00227C,20010409,97
00227C,20010409,97
00227C,20010409,97
00227C,20010409,97
00227D,20010212,41
00227D,20010212,41
00227D,20010212,41
00227D,20010212,41
00227D,20010212,41
