日付,数量,金額
20010415,1,433
20010415,1,446
20010415,5,1480
20010415,1,428
20010416,5,1640
20010416,1,223
20010416,7,2107
20010416,1,310
20010416,1,208
20010416,1,418
20010416,1,328
20010416,1,441
20010416,1,397
20010416,1,201
20010416,1,429
20010417,1,442
20010417,7,3521
20010417,1,357
20010417,1,264
20010417,6,792
20010417,3,789
20010417,1,450
20010417,2,794
20010417,1,418
20010417,5,1875
20010417,1,296
20010417,1,579
20010417,1,541
20010417,4,1184
20010417,5,1315
20010417,1,362
20010417,1,227
20010417,1,465
20010417,3,1233
20010417,6,2700
20010418,1,372
20010418,1,145
20010418,1,225
20010418,1,493
20010418,1,489
20010418,1,129
20010418,1,597
20010418,1,428
20010418,3,840
20010418,2,664
20010418,3,1140
20010418,1,431
20010418,5,2245
20010418,1,338
20010418,5,1655
20010418,1,489
20010418,3,1143
20010418,1,398
20010418,1,270
20010418,1,388
20010418,1,234
20010418,1,503
20010418,2,612
20010418,5,1395
20010418,1,262
20010418,1,414
20010418,5,2290
20010418,1,519
20010418,1,489
20010418,1,296
20010418,1,471
20010418,5,2230
20010419,1,503
20010419,6,3636
20010419,1,491
20010419,3,1404
20010419,1,514
20010419,1,461
20010419,1,296
20010419,5,2325
20010420,1,294
20010420,1,669
20010420,1,511
20010420,1,441
20010420,5,640
20010420,1,331
20010420,5,910
20010420,1,424
20010420,1,491
20010420,1,559
20010420,5,2080
20010420,1,297
20010420,1,440
20010420,4,2524
20010421,5,1220
20010421,1,340
20010421,5,2185
20010421,1,411
20010421,4,2424
20010421,1,388
20010421,1,691
20010421,1,485
20010421,5,1235
20010421,1,600
20010421,1,427
20010421,1,583
20010421,1,541
20010421,6,2598
20010421,1,465
20010421,1,433
20010421,4,1588
20010422,1,227
20010422,1,400
20010422,1,705
20010422,1,280
20010422,1,375
20010422,5,3065
20010423,5,1180
20010423,3,384
20010423,1,293
20010423,1,357
20010423,1,289
20010423,1,427
20010423,1,320
20010423,5,670
20010423,1,272
20010423,1,234
20010423,6,2394
20010423,1,397
20010423,1,277
20010423,1,238
20010423,1,371
20010423,1,247
20010423,1,367
20010423,6,3084
20010423,1,432
20010423,1,247
20010423,6,1932
20010423,1,336
20010423,1,441
20010423,1,372
20010423,4,580
20010423,1,384
20010423,6,2442
20010423,1,221
20010423,1,606
20010423,1,650
20010423,1,249
20010423,1,514
20010423,1,361
20010423,1,438
20010423,1,327
20010423,1,527
20010423,1,602
20010423,1,416
20010423,1,199
20010423,6,1608
20010424,1,280
20010424,1,249
20010424,1,526
20010424,5,1265
20010424,1,273
20010424,1,320
20010424,1,101
20010424,5,620
20010424,1,471
20010424,1,494
20010424,1,371
20010424,6,1494
20010424,1,380
20010424,1,327
20010425,1,306
20010425,1,397
20010425,6,4764
20010425,1,249
20010425,1,450
20010425,1,511
20010425,1,367
20010425,1,323
20010425,5,2425
20010425,5,1655
20010425,1,318
20010425,1,431
20010425,1,606
20010425,7,2324
20010425,1,437
20010425,5,1040
20010425,1,431
20010425,1,299
20010425,1,245
20010425,6,1560
20010425,3,1161
20010425,1,306
20010425,1,531
20010425,1,345
20010425,1,237
20010426,1,322
20010426,7,1813
20010426,1,221
20010426,5,3455
20010426,1,210
20010426,3,1299
20010426,1,471
20010427,4,1692
20010427,1,792
20010427,1,748
20010427,1,643
20010427,1,437
20010427,1,231
20010427,3,804
20010427,1,377
20010427,1,579
20010427,1,210
20010427,1,411
20010427,1,471
20010427,1,518
20010427,1,293
20010427,1,429
20010427,1,492
20010427,6,2226
20010427,1,333
20010427,6,2088
20010427,5,2350
20010428,1,588
20010428,1,296
20010428,5,3040
20010428,1,346
20010428,1,342
20010428,1,526
20010428,1,393
20010430,6,2124
20010430,1,424
20010430,1,544
20010430,1,494
20010430,1,579
20010430,1,423
20010430,1,216
20010430,6,1110
20010430,2,554
20010430,1,433
20010430,1,582
20010430,1,407
20010430,6,5214
20010430,1,527
20010430,1,342
20010430,1,437
20010430,1,435
20010430,5,980
20010430,1,333
20010430,1,471
20010430,1,227
20010430,1,554
20010430,1,527
20010430,1,377
20010430,1,366
20010430,1,533
20010430,1,257
20010430,1,428
20010430,1,470
20010430,1,302
20010501,1,493
20010501,1,269
20010501,1,448
20010501,1,263
20010501,1,492
20010501,1,182
20010501,1,322
20010501,1,541
20010501,1,454
20010501,1,443
20010501,1,442
20010501,1,487
20010501,1,357
20010501,1,540
20010501,6,1362
20010501,1,433
20010501,1,446
20010501,1,543
20010501,5,3250
20010501,1,449
20010501,1,403
20010501,5,1860
20010501,5,2325
20010501,1,536
20010501,1,543
20010501,1,296
20010501,2,416
20010501,1,335
20010501,1,335
20010501,1,389
20010501,1,276
20010501,1,372
20010502,1,192
20010502,5,1385
20010502,5,1900
20010502,1,397
20010502,7,3101
20010502,6,2628
20010502,1,354
20010502,1,189
20010502,1,357
20010502,5,1900
20010502,1,488
20010502,1,492
20010502,1,429
20010502,1,431
20010502,1,405
20010502,6,1110
20010502,5,1860
20010502,5,595
20010502,1,705
20010502,1,566
20010502,1,431
20010502,1,485
20010502,6,1776
20010502,3,1293
20010502,1,310
20010502,5,1135
20010502,1,436
20010502,1,245
20010502,3,1833
20010502,1,388
20010502,1,233
20010502,1,655
20010502,1,377
20010502,1,271
20010502,6,1032
20010502,5,2725
20010502,1,310
20010503,1,492
20010503,5,1785
20010504,1,431
20010504,5,3445
20010504,1,628
20010504,5,1550
20010504,1,362
20010504,1,289
20010504,5,1530
20010504,1,442
20010504,1,297
20010504,6,1986
20010504,5,5590
20010504,5,1785
20010504,5,2480
20010504,1,548
20010504,1,541
20010504,1,264
20010504,1,428
20010504,1,228
20010504,5,1385
20010504,1,368
20010504,1,420
20010505,1,386
20010505,1,380
20010505,1,643
20010505,1,301
20010505,1,511
20010505,1,520
20010505,1,257
20010505,1,249
20010505,1,355
20010505,1,348
20010505,1,277
20010505,1,460
20010505,1,435
20010505,1,600
20010505,1,362
20010505,1,331
20010505,5,1905
20010505,1,301
20010505,1,368
20010505,6,2202
20010505,5,2965
20010505,1,446
20010505,1,388
20010505,1,307
20010505,1,593
20010505,1,288
20010505,1,492
20010505,1,329
20010505,1,332
20010505,5,2425
20010505,1,643
20010506,1,296
20010506,1,364
20010506,1,377
20010506,6,2802
20010506,1,228
20010506,1,353
20010506,1,505
20010506,4,1556
20010506,1,491
20010506,1,384
20010506,1,505
20010506,1,318
20010506,1,526
20010506,1,327
20010506,1,399
20010506,1,231
20010506,1,582
20010506,1,689
20010506,1,666
20010506,1,322
20010506,1,388
20010506,6,1998
20010506,3,1197
20010506,1,223
20010506,1,674
20010506,1,210
20010507,1,282
20010507,1,345
20010507,1,403
20010507,1,493
20010507,6,5214
20010507,1,311
20010507,2,848
20010507,5,715
20010507,6,2766
20010507,1,438
20010507,1,720
20010507,1,431
20010507,1,494
20010507,1,418
20010507,1,433
20010507,1,349
20010507,1,492
20010507,5,2335
20010507,1,691
20010507,6,2664
20010507,4,2512
20010507,1,375
20010507,1,250
20010507,1,338
20010507,6,3642
20010508,3,2607
20010508,1,556
20010508,1,302
20010508,3,879
20010508,1,477
20010508,3,933
20010508,1,372
20010508,1,655
20010508,1,614
20010508,1,372
20010508,1,601
20010508,5,2525
20010508,3,1521
20010508,5,1390
20010508,1,435
20010508,5,1235
20010508,5,1690
20010508,7,3108
20010508,1,329
20010508,4,1072
20010508,1,380
20010508,1,643
20010508,1,503
20010508,1,477
20010509,1,708
20010509,1,333
20010509,1,652
20010509,4,2000
20010509,1,422
20010509,6,2172
20010509,1,466
20010509,1,407
20010509,1,400
20010509,5,1820
20010509,5,3445
20010509,1,690
20010509,5,455
20010509,5,1380
20010509,1,377
20010509,1,345
20010509,1,441
20010509,1,332
20010509,4,1708
20010509,1,282
20010509,1,201
20010509,1,324
20010509,1,392
20010509,6,2070
20010509,1,296
20010509,1,134
20010509,1,427
20010509,1,255
20010509,1,431
20010511,3,1542
20010511,4,1380
20010511,1,246
20010511,1,1118
20010511,1,574
20010511,6,2328
20010511,1,634
20010511,1,514
20010511,1,331
20010511,1,694
20010511,3,1338
20010512,6,1584
20010512,1,359
20010512,1,372
20010512,1,559
20010512,1,435
20010512,1,316
20010512,1,307
20010514,1,336
20010514,1,249
20010514,6,2178
20010514,1,449
20010514,1,519
20010514,1,309
20010514,1,119
20010514,1,268
20010514,1,487
20010514,1,316
20010514,1,539
20010514,1,199
20010514,1,367
20010514,1,462
20010514,6,3126
20010514,5,2090
20010514,1,389
20010514,1,543
20010514,1,298
20010514,1,323
20010514,1,293
20010514,1,306
20010514,1,354
20010514,1,519
20010514,1,302
20010514,1,179
20010514,6,1842
20010514,1,514
20010514,1,367
20010514,1,280
20010514,1,437
20010514,1,576
20010514,1,595
20010514,1,431
20010514,1,614
20010515,1,292
20010515,5,2700
20010515,1,427
20010515,1,505
20010515,2,264
20010515,5,3985
20010515,1,492
20010515,1,372
20010515,1,250
20010515,1,427
20010515,1,522
20010515,1,372
20010515,1,327
20010515,5,1135
20010515,5,1865
20010515,1,385
20010515,1,372
20010515,1,348
20010515,1,500
20010515,1,655
20010515,1,342
20010515,1,357
20010515,5,2630
20010515,1,302
20010515,1,559
20010515,1,687
20010515,6,2352
20010515,1,381
20010515,1,519
20010515,1,614
20010515,1,361
20010516,1,471
20010516,1,271
20010516,1,748
20010516,7,1897
20010516,6,1206
20010516,1,544
20010516,1,196
20010516,1,348
20010516,1,249
20010516,1,411
20010516,1,441
20010516,6,3690
20010516,1,401
20010516,1,408
20010516,1,328
20010516,1,522
20010516,1,346
20010517,1,485
20010517,3,1410
20010517,1,278
20010517,1,584
20010517,5,1935
20010517,1,270
20010517,1,457
20010517,1,465
20010517,1,381
20010517,1,211
20010517,6,2934
20010517,1,357
20010518,6,2616
20010518,5,1155
20010518,1,329
20010518,5,1705
20010518,1,465
20010518,1,564
20010518,5,940
20010518,1,503
20010518,1,159
20010518,1,380
20010518,1,337
20010518,5,1685
20010518,1,549
20010518,1,379
20010518,1,449
20010518,1,840
20010518,1,192
20010518,1,391
20010518,1,656
20010518,4,1564
20010518,1,193
20010518,1,238
20010518,1,233
20010518,1,362
20010518,6,2772
20010519,5,2460
20010519,6,2676
20010519,1,210
20010519,1,375
20010519,1,311
20010519,1,134
20010519,1,159
20010519,1,312
20010519,5,1905
20010519,5,1445
20010519,1,634
20010520,1,418
20010520,1,377
20010520,1,128
20010520,1,419
20010520,1,437
20010520,1,432
20010520,1,264
20010520,7,3787
20010520,1,333
20010520,6,1788
20010520,1,372
20010520,1,449
20010520,1,241
20010520,2,1312
20010520,1,505
20010520,1,375
20010520,1,543
20010520,3,1974
20010520,1,461
20010520,1,575
20010520,4,1744
20010520,1,605
20010520,1,405
20010520,1,372
20010520,1,225
20010520,1,493
20010520,1,158
20010520,1,376
20010520,1,293
20010520,7,3577
20010520,1,332
20010520,1,511
20010520,2,286
20010520,1,492
20010520,1,541
20010520,1,531
20010520,1,637
20010520,1,350
20010520,1,585
20010520,1,233
20010520,1,340
20010520,1,465
20010520,1,157
20010520,1,380
20010520,1,511
20010520,1,549
20010521,1,523
20010521,3,708
20010521,1,507
20010521,1,329
20010521,4,1872
20010521,1,608
20010521,1,465
20010521,1,249
20010521,1,257
20010521,1,592
20010521,1,358
20010521,6,1158
20010521,1,358
20010521,5,1835
20010521,1,247
20010521,1,753
20010521,1,143
20010521,1,380
20010521,1,562
20010521,6,2142
20010521,1,271
20010521,1,579
20010521,1,320
20010521,1,658
20010521,1,524
20010521,5,1465
20010521,1,436
20010521,1,307
20010521,1,172
20010521,1,471
20010521,7,2303
20010521,1,208
20010521,5,3290
20010521,1,465
20010521,6,3324
20010521,3,759
20010521,1,566
20010521,3,921
20010521,6,3120
20010521,1,193
20010522,6,2958
20010522,3,765
20010522,1,442
20010522,1,316
20010522,5,1725
20010522,1,670
20010522,1,493
20010522,4,1644
20010522,3,870
20010522,1,411
20010522,1,358
20010522,5,2070
20010522,1,247
20010522,5,2285
20010522,1,208
20010522,1,297
20010522,1,411
20010522,1,449
20010522,1,371
20010522,1,124
20010522,1,823
20010523,1,301
20010523,1,375
20010523,1,476
20010523,1,362
20010523,1,397
20010523,1,601
20010523,7,2107
20010523,1,583
20010523,6,3066
20010523,1,196
20010523,1,357
20010523,1,465
20010523,1,649
20010523,5,1490
20010523,1,403
20010523,5,1450
20010523,1,435
20010523,1,748
20010523,2,386
20010523,1,521
20010525,4,796
20010525,1,116
20010525,1,124
20010525,6,2022
20010525,1,353
20010525,4,2032
20010525,1,407
20010525,3,1845
20010525,6,2076
20010525,1,643
20010525,1,691
20010526,1,386
20010527,3,1752
20010527,1,358
20010527,1,441
20010527,5,2155
20010527,1,584
20010527,1,423
20010528,1,345
20010528,1,329
20010528,1,312
20010528,1,257
20010528,7,3031
20010528,1,405
20010528,1,367
20010528,5,2015
20010528,4,2080
20010528,1,397
20010529,1,337
20010529,1,155
20010529,1,522
20010529,1,407
20010529,1,345
20010530,1,419
20010530,1,655
20010530,1,278
20010530,1,358
20010530,5,2880
20010530,1,320
20010530,1,658
20010530,1,423
20010530,1,306
20010530,1,140
20010530,1,411
20010530,1,253
20010530,1,228
20010530,7,2296
20010530,1,249
20010530,6,4122
20010530,6,3012
20010530,5,1990
20010530,1,566
20010530,1,708
20010530,1,318
20010530,1,403
20010530,1,350
20010531,6,1350
20010531,1,333
20010531,1,328
20010531,3,1065
20010531,1,477
20010531,1,840
20010531,6,1416
20010531,1,491
20010531,6,1542
20010531,1,364
20010531,1,584
20010531,1,470
20010531,6,2610
20010531,1,385
20010531,1,345
20010531,3,999
20010531,1,426
20010531,1,375
20010531,1,140
20010531,1,385
20010531,1,459
20010531,1,723
20010531,1,823
20010531,1,419
20010531,1,290
20010531,1,475
20010531,1,223
20010531,1,840
20010531,6,3336
20010531,1,436
20010531,1,145
20010531,6,2262
20010531,1,708
20010601,1,357
20010601,1,385
20010601,1,253
20010601,1,331
20010601,5,4345
20010601,1,902
20010601,1,658
20010601,6,2676
20010601,4,572
20010601,6,2688
20010601,1,655
20010601,5,2705
20010601,6,1134
20010601,1,446
20010601,5,2025
20010601,1,519
20010601,1,231
20010601,1,397
20010601,1,182
20010601,1,346
20010601,1,238
20010601,1,172
20010601,5,1120
20010602,5,1610
20010602,6,2466
20010602,5,2555
20010602,1,212
20010602,1,289
20010602,3,1728
20010602,1,406
20010602,1,270
20010603,6,1998
20010603,3,774
20010603,1,517
20010603,1,359
20010603,1,318
20010603,5,3640
20010603,1,185
20010603,1,377
20010603,1,493
20010603,4,1784
20010603,1,409
20010603,1,335
20010603,6,2988
20010603,5,2350
20010603,1,290
20010603,1,545
20010603,1,527
20010603,1,475
20010603,1,397
20010603,5,2340
20010603,1,470
20010603,5,3435
20010604,5,1785
20010604,1,358
20010604,1,543
20010604,1,335
20010604,5,3525
20010604,1,361
20010604,1,418
20010604,1,322
20010604,1,345
20010604,1,674
20010604,1,227
20010604,5,1555
20010604,1,544
20010604,1,766
20010604,1,840
20010604,1,406
20010604,1,1118
20010604,1,526
20010604,1,307
20010604,6,954
20010604,1,433
20010604,1,481
20010604,1,643
20010604,1,296
20010604,1,405
20010604,1,367
20010604,1,701
20010604,1,387
20010604,1,408
20010604,3,1623
20010604,6,2958
20010605,1,305
20010605,1,285
20010605,3,1467
20010605,1,514
20010605,1,465
20010605,1,331
20010605,1,208
20010606,5,1965
20010606,1,323
20010606,1,307
20010606,1,468
20010606,5,995
20010606,1,253
20010606,1,322
20010606,1,465
20010606,1,423
20010606,1,653
20010606,5,1920
20010606,1,493
20010606,4,1644
20010606,4,1772
20010606,1,367
20010606,1,362
20010606,1,293
20010606,1,367
20010606,6,1950
20010606,1,533
20010606,5,2445
20010606,5,2340
20010606,1,628
20010606,1,377
20010606,1,670
20010606,1,666
20010606,5,2680
20010606,1,655
20010607,4,1908
20010607,1,658
20010607,1,483
20010607,1,720
20010607,1,428
20010607,1,357
20010607,1,392
20010607,5,2820
20010607,1,261
20010607,1,302
20010607,1,119
20010607,1,465
20010607,1,322
20010607,1,380
20010607,1,588
20010607,1,388
20010607,1,233
20010607,1,433
20010607,1,261
20010607,1,465
20010607,1,427
20010607,1,337
20010608,1,454
20010608,1,361
20010608,6,2664
20010608,1,465
20010608,1,729
20010608,1,418
20010608,1,460
20010608,5,2620
20010608,1,567
20010608,1,400
20010608,1,705
20010609,1,584
20010609,1,270
20010609,6,1896
20010609,5,2540
20010609,6,3804
20010609,1,234
20010609,1,597
20010609,1,335
20010609,1,797
20010609,1,306
20010609,5,2290
20010609,5,2525
20010609,1,277
20010609,1,416
20010609,5,2405
20010609,1,389
20010609,1,550
20010609,1,643
20010609,5,965
20010609,1,433
20010609,5,1770
20010609,1,384
20010609,1,566
20010609,1,508
20010609,7,2576
20010609,5,2640
20010609,2,1040
20010609,6,2070
20010609,1,372
20010609,1,493
20010609,5,2380
20010609,1,101
20010609,6,2562
20010609,6,1470
20010610,5,3075
20010610,1,449
20010611,1,331
20010611,1,238
20010611,1,419
20010611,1,480
20010611,1,357
20010611,1,128
20010611,1,519
20010611,1,536
20010612,1,380
20010612,1,381
20010612,7,3052
20010612,1,231
20010612,1,207
20010612,4,1188
20010612,1,340
20010612,1,409
20010612,1,508
20010612,1,367
20010612,1,420
20010612,1,343
20010612,5,2415
20010612,5,1200
20010612,1,526
20010612,1,748
20010612,5,3645
20010612,1,357
20010612,1,628
20010612,1,401
20010612,1,797
20010612,5,2440
20010612,1,317
20010612,2,726
20010612,1,345
20010612,5,2525
20010612,1,823
20010612,6,3492
20010612,1,743
20010612,4,1312
20010612,1,297
20010612,5,2350
20010613,3,1494
20010613,1,664
20010613,4,1896
20010613,1,336
20010613,1,407
20010613,5,2155
20010613,1,446
20010613,2,770
20010613,5,1785
20010613,1,488
20010613,1,595
20010613,1,335
20010613,3,1395
20010613,6,2790
20010613,1,561
20010614,6,2232
20010614,1,574
20010614,4,1588
20010614,1,307
20010614,5,940
20010614,1,527
20010614,6,2040
20010614,1,289
20010614,5,2700
20010614,5,2640
20010614,1,253
20010614,1,348
20010614,1,492
20010614,1,477
20010614,1,418
20010615,1,567
20010615,5,2770
20010615,1,433
20010615,1,505
20010615,6,3162
20010615,1,485
20010615,1,268
20010615,1,565
20010615,1,467
20010615,6,2262
20010615,1,280
20010615,1,561
20010615,1,552
20010615,1,273
20010615,1,489
20010615,1,299
20010615,1,514
20010616,1,637
20010616,1,270
20010616,1,249
20010616,1,182
20010616,1,493
20010616,1,519
20010616,1,201
20010616,1,728
20010616,1,140
20010616,5,455
20010616,1,433
20010616,1,518
20010616,1,270
20010616,5,2750
20010616,1,405
20010616,3,1383
20010616,1,336
20010616,1,670
20010616,1,418
20010616,1,531
20010616,1,316
20010616,1,333
20010616,5,1840
20010616,1,477
20010616,1,494
20010616,1,371
20010616,7,2639
20010616,1,128
20010616,1,380
20010616,1,245
20010616,3,684
20010616,1,418
20010617,1,129
20010617,5,2495
20010617,5,1485
20010617,1,449
20010618,1,545
20010618,1,129
20010618,1,510
20010618,1,543
20010618,1,325
20010618,1,353
20010618,2,796
20010618,7,3717
20010618,3,1455
20010618,7,3451
20010618,1,371
20010618,1,465
20010618,1,485
20010618,1,214
20010618,1,140
20010618,6,2172
20010618,6,1932
20010618,1,128
20010618,6,1638
20010618,5,2555
20010618,1,380
20010618,1,423
20010618,1,494
20010618,1,489
20010618,1,195
20010618,1,386
20010618,6,3198
20010618,4,1400
20010618,5,1925
20010618,1,446
20010618,1,465
20010618,1,656
20010618,1,249
20010618,1,312
20010618,1,823
20010618,6,2226
20010618,1,345
20010618,1,537
20010618,1,610
20010618,5,980
20010618,1,296
20010618,1,403
20010618,1,519
20010618,6,2172
20010618,1,708
20010618,6,1362
20010618,1,193
20010618,6,2346
20010619,1,594
20010619,6,2862
20010619,1,362
20010619,3,1281
20010619,1,689
20010619,1,505
20010619,5,2445
20010619,7,2926
20010619,1,293
20010619,1,386
20010619,1,130
20010619,1,391
20010619,1,241
20010619,4,1972
20010619,1,407
20010619,5,2305
20010619,1,234
20010619,1,550
20010619,1,666
20010619,1,543
20010619,7,1099
20010619,1,566
20010619,1,840
20010619,1,355
20010619,1,240
20010619,1,342
20010619,1,553
20010619,1,527
20010620,3,1101
20010620,3,1113
20010620,6,8256
20010620,1,505
20010620,6,3198
20010620,1,536
20010620,1,584
20010620,1,433
20010620,1,743
20010620,6,4368
20010620,6,3936
20010620,1,607
20010620,1,607
20010620,5,2330
20010620,1,196
20010620,1,748
20010620,1,363
20010620,1,345
20010620,1,157
20010620,1,575
20010620,2,922
20010620,1,668
20010620,5,1875
20010620,3,1308
20010620,1,357
20010620,1,416
20010620,1,433
20010621,1,329
20010621,1,343
20010621,1,600
20010621,6,3066
20010621,5,2465
20010621,1,289
20010621,1,818
20010621,5,2465
20010621,1,705
20010621,1,201
20010621,1,391
20010621,1,471
20010621,1,139
20010621,1,238
20010621,1,258
20010622,3,2229
20010622,1,913
20010622,5,2600
20010622,3,1593
20010622,6,2346
20010622,1,302
20010622,1,386
20010622,1,128
20010622,1,400
20010622,1,618
20010622,1,301
20010622,1,446
20010622,1,594
20010622,1,437
20010622,1,227
20010622,1,159
20010622,1,366
20010622,1,372
20010622,5,1365
20010622,1,527
20010622,1,567
20010622,1,119
20010622,1,345
20010622,4,1392
20010622,1,531
20010622,6,2346
20010623,3,1305
20010623,1,383
20010623,1,391
20010623,1,597
20010623,7,3521
20010623,1,257
20010624,1,520
20010624,1,531
20010624,1,437
20010624,1,388
20010624,3,1902
20010624,1,543
20010625,1,508
20010625,1,550
20010625,3,984
20010625,1,444
20010625,1,329
20010625,1,720
20010625,3,1656
20010625,5,1365
20010625,6,3858
20010625,1,708
20010625,1,637
20010625,1,193
20010626,1,575
20010626,5,1805
20010626,1,536
20010626,1,536
20010626,1,318
20010626,6,2232
20010626,5,945
20010626,1,519
20010626,1,143
20010626,1,333
20010626,2,1200
20010627,1,345
20010627,1,593
20010627,1,306
20010627,1,668
20010627,1,427
20010627,4,2032
20010627,1,519
20010627,1,271
20010627,3,2241
20010627,5,3505
20010627,3,1131
20010627,6,2184
20010627,1,346
20010627,1,458
20010627,5,1395
20010627,1,270
20010627,1,797
20010627,1,720
20010627,1,391
20010627,1,658
20010627,1,507
20010627,1,279
20010627,6,1968
20010627,1,442
20010627,6,8256
20010627,1,340
20010627,4,5504
20010628,1,423
20010628,1,247
20010628,1,689
20010628,1,367
20010628,6,3858
20010628,1,353
20010628,1,322
20010628,1,238
20010628,1,231
20010628,1,461
20010628,1,514
20010628,6,2352
20010628,7,1715
20010628,1,233
20010628,1,289
20010629,1,423
20010629,5,3260
20010629,7,4956
20010629,1,527
20010629,1,344
20010629,6,2010
20010629,1,460
20010629,1,600
20010629,6,2202
20010629,1,400
20010629,7,3598
20010629,1,442
20010629,1,307
20010629,1,498
20010629,5,3715
20010629,1,159
20010629,1,655
20010629,6,3684
20010629,1,575
20010629,1,511
20010630,5,2755
20010630,5,2985
20010630,6,3540
20010701,1,514
20010701,5,1785
20010701,1,193
20010701,1,429
20010701,1,329
20010701,1,720
20010701,1,446
20010701,5,3715
20010701,1,546
20010701,1,511
20010701,1,223
20010701,1,701
20010701,1,519
20010701,4,1356
20010701,1,423
20010701,1,653
20010701,5,1945
20010701,1,325
20010701,1,432
20010701,6,3258
20010701,1,121
20010701,5,2340
20010701,1,551
20010701,1,427
20010701,1,467
20010701,1,384
20010701,1,436
20010701,1,519
20010701,1,270
20010701,1,546
20010701,1,670
20010701,1,191
20010701,1,271
20010701,1,405
20010701,1,270
20010701,1,600
20010701,4,844
20010702,1,500
20010702,1,267
20010702,1,605
20010702,1,585
20010702,1,121
20010702,1,435
20010702,6,1578
20010702,1,520
20010702,1,225
20010702,5,2715
20010702,1,717
20010702,1,279
20010702,1,438
20010702,1,130
20010702,1,540
20010702,1,433
20010702,4,1632
20010702,1,128
20010702,1,416
20010702,1,322
20010702,1,267
20010702,1,478
20010702,1,505
20010703,2,438
20010703,1,223
20010703,1,383
20010704,1,498
20010704,1,567
20010704,1,426
20010704,1,797
20010704,6,2598
20010704,6,2856
20010704,3,1092
20010704,1,441
20010704,1,800
20010705,1,372
20010705,1,437
20010705,1,470
20010705,1,470
20010706,1,543
20010706,1,584
20010706,1,325
20010706,1,1376
20010706,1,227
20010706,1,416
20010706,1,231
20010706,1,357
20010706,5,2180
20010706,1,337
20010706,7,3059
20010706,5,1680
20010706,1,345
20010706,1,536
20010706,1,271
20010706,5,1740
20010706,1,481
20010706,1,507
20010706,1,249
20010706,1,584
20010706,4,2444
20010706,1,465
20010706,1,306
20010706,1,522
20010706,6,3294
20010707,1,393
20010707,5,2180
20010707,1,511
20010707,5,1925
20010707,1,377
20010707,5,1915
20010707,1,199
20010707,3,2382
20010707,1,437
20010707,6,2070
20010707,1,341
20010707,1,353
20010707,1,388
20010707,1,446
20010707,1,418
20010707,1,262
20010707,6,2496
20010707,3,999
20010707,5,2605
20010707,1,377
20010707,1,307
20010707,1,520
20010707,1,345
20010707,3,819
20010709,1,337
20010709,1,336
20010709,1,794
20010709,5,2540
20010709,1,331
20010709,1,355
20010709,5,2090
20010709,5,2180
20010710,1,403
20010710,1,433
20010710,1,658
20010710,2,714
20010710,1,333
20010710,1,357
20010710,4,1740
20010710,1,377
20010710,3,1344
20010710,1,492
20010710,1,350
20010710,1,228
20010710,6,3066
20010710,1,1376
20010710,1,393
20010710,1,328
20010710,1,436
20010710,1,729
20010710,1,433
20010710,1,292
20010710,1,792
20010710,1,193
20010710,1,436
20010710,5,1245
20010710,1,363
20010710,1,353
20010710,1,540
20010710,1,364
20010710,1,781
20010710,1,310
20010710,1,614
20010710,1,536
20010711,1,245
20010711,6,1662
20010711,1,549
20010711,1,290
20010711,1,531
20010711,1,489
20010711,5,1610
20010711,1,271
20010711,1,449
20010711,1,290
20010711,1,426
20010711,5,1700
20010711,1,348
20010711,4,2664
20010711,1,670
20010711,5,1855
20010711,1,743
20010711,1,823
20010711,1,358
20010711,1,733
20010711,6,2142
20010711,1,306
20010711,1,748
20010711,1,221
20010711,5,1725
20010711,3,981
20010711,1,325
20010711,1,368
20010711,1,281
20010711,4,1520
20010711,1,358
20010711,1,823
20010711,1,310
20010711,1,489
20010712,1,461
20010712,1,524
20010712,1,368
20010712,1,383
20010712,1,531
20010712,1,420
20010712,1,409
20010712,1,466
20010712,1,385
20010712,1,128
20010712,1,375
20010712,1,652
20010712,1,380
20010712,1,786
20010712,6,2616
20010712,5,1860
20010713,1,372
20010713,1,335
20010713,1,493
20010713,1,337
20010713,1,231
20010713,3,1224
20010713,1,380
20010713,5,1350
20010713,1,112
20010713,1,628
20010713,1,444
20010713,1,658
20010713,5,1730
20010713,1,514
20010713,1,554
20010713,5,1940
20010713,2,884
20010713,1,748
20010713,1,426
20010713,1,499
20010713,1,487
20010713,1,424
20010713,1,420
20010713,1,311
20010713,1,1376
20010713,1,670
20010714,1,424
20010714,5,605
20010714,1,442
20010714,1,476
20010714,1,523
20010714,1,270
20010714,1,272
20010714,1,536
20010714,5,2330
20010714,1,485
20010714,1,800
20010714,6,2820
20010714,1,584
20010714,4,1884
20010714,6,1842
20010714,1,362
20010714,1,311
20010714,1,420
20010714,5,1165
20010714,5,1925
20010714,1,371
20010714,1,389
20010714,6,2034
20010714,1,343
20010714,6,1782
20010714,1,531
20010714,5,2325
20010714,5,1830
20010714,5,3000
20010714,1,460
20010714,4,1732
20010714,1,368
20010714,5,1470
20010714,1,444
20010714,1,281
20010714,1,375
20010714,1,521
20010714,1,549
20010714,1,440
20010714,1,322
20010714,1,337
20010714,1,1376
20010714,2,1042
20010714,1,139
20010715,5,2090
20010715,1,423
20010715,1,326
20010715,1,329
20010715,5,2600
20010715,1,536
20010715,4,1380
20010715,6,1242
20010715,1,377
20010715,1,658
20010715,1,405
