manufacturer,brand,profit
1886,188600,119
1772,177201,268
1720,172003,71
1137,113701,127
1347,134702,76
0623,062301,540
1677,167705,395
1124,112402,186
0891,089104,440
0302,030202,480
0547,054700,73
1376,137605,77
0442,044204,119
0138,013801,375
0282,028200,456
0013,001300,150
0713,071300,573
0749,074904,98
0939,093902,99
0471,047101,108
1735,173500,60
1033,103300,100
0193,019301,894
0549,054906,930
0788,078801,82
0887,088701,306
0929,092901,100
1974,197403,81
0018,001800,147
1113,111304,57
1057,105702,91
0370,037000,57
0823,082303,123
1380,138005,244
0405,040501,87
1853,185300,67
1230,123000,102
0191,019104,171
1943,194300,245
0104,010401,147
0570,057004,666
1322,132200,104
1170,117003,100
0140,014000,84
1674,167405,560
0112,011201,46
1893,189300,103
1510,151003,97
1207,120700,92
0569,056902,846
0597,059700,155
1038,103804,80
0193,019301,1512
0597,059700,31
1854,185406,160
1053,105301,448
1714,171400,837
1974,197403,81
1322,132200,104
0876,087602,100
1487,148704,103
1765,176502,555
0151,015100,99
1444,144403,380
1570,157000,52
1674,167405,490
1006,100601,72
1880,188002,48
1523,152302,97
1736,173603,120
0904,090400,102
1032,103200,92
1730,173005,47
1994,199404,99
1799,179903,102
1215,121503,1267
1771,177104,83
0465,046500,61
0597,059700,186
1482,148204,183
1942,194203,174
1032,103200,184
1510,151003,97
0536,053604,435
0745,074501,69
0068,006801,202
0227,022700,125
0745,074501,276
1482,148204,305
0140,014000,84
1319,131902,53
0471,047101,108
1674,167405,540
1942,194203,1044
1735,173500,172
0079,007901,34
0508,050800,52
1400,140000,114
1013,101300,113
0143,014301,30
1639,163900,138
0151,015100,99
0126,012600,195
0811,081103,154
1566,156600,264
0929,092901,100
1322,132200,520
0155,015503,78
1376,137605,385
0361,036103,113
1556,155601,264
0025,002501,92
1705,170502,63
1148,114803,90
0367,036703,102
1875,187504,172
0506,050602,142
0971,097100,325
1414,141405,61
0302,030202,96
0617,061702,1045
0799,079901,180
0361,036103,113
1765,176502,111
1820,182004,109
1487,148704,515
1215,121503,181
1714,171400,1674
0578,057800,114
1515,151500,324
1886,188600,119
0550,055003,107
0745,074501,69
0227,022704,540
1484,148401,68
1043,104301,155
0319,031904,118
1776,177601,102
1896,189601,150
1376,137605,77
0956,095603,210
0013,001301,148
0578,057800,114
1285,128501,129
1492,149206,480
0080,008001,69
1067,106705,197
1789,178902,584
1525,152504,285
1921,192103,79
0983,098300,505
1444,144403,159
1714,171400,1116
1148,114803,90
0207,020700,160
0340,034000,112
0779,077901,285
1001,100100,139
0931,093101,99
1568,156800,135
0227,022700,125
1033,103300,600
1902,190200,108
0108,010800,100
1207,120700,368
0013,001302,53
0949,094901,93
0482,048203,163
0126,012600,65
0536,053604,87
1193,119302,710
0901,090101,275
1896,189601,90
1193,119305,68
1755,175504,83
0565,056500,67
0931,093101,99
0321,032101,74
0545,054503,155
0109,010905,63
1221,122103,54
0266,026600,954
1032,103200,92
1124,112400,64
0554,055401,55
0844,084400,86
1812,181200,57
1006,100601,129
0442,044204,714
0147,014700,100
0779,077901,57
0026,002605,450
0405,040502,78
1776,177601,102
1735,173500,172
0079,007901,136
1117,111700,89
0522,052201,564
1126,112600,51
1714,171400,279
0542,054202,150
1987,198701,58
1886,188600,119
0171,017104,139
0358,035804,141
1433,143303,76
1145,114502,122
0165,016502,139
1492,149206,96
0112,011201,46
1501,150100,372
0126,012600,65
0052,005200,58
1489,148900,122
0085,008500,295
0554,055401,90
0321,032101,74
0934,093400,24
1903,190301,145
1820,182004,109
0518,051802,114
0844,084400,86
0052,005200,348
0048,004803,88
1415,141500,76
0506,050602,71
0614,061400,92
1717,171700,2136
0052,005200,58
1788,178802,104
1067,106705,268
0921,092100,85
1991,199103,75
1053,105300,560
1080,108004,385
0295,029502,74
0407,040704,100
1714,171400,279
0376,037601,539
0983,098300,101
1880,188002,240
0929,092901,100
0449,044901,69
0869,086900,57
1518,151800,360
1646,164603,270
0506,050602,71
1310,131000,123
1216,121600,80
1941,194101,55
1017,101703,75
1804,180403,420
1021,102101,51
0207,020700,800
0769,076900,49
1033,103300,300
0590,059000,109
0567,056702,392
0728,072803,183
1463,146303,173
1565,156500,250
0773,077301,101
1763,176305,54
1501,150100,186
0107,010703,87
1301,130103,134
0769,076900,49
1674,167405,180
0590,059000,109
1839,183902,206
0781,078100,68
1994,199404,99
0523,052300,114
0844,084400,516
0522,052203,77
1974,197403,486
0501,050100,545
0777,077700,230
1548,154802,69
0569,056902,705
1339,133901,80
0061,006101,79
1919,191900,122
1057,105702,91
1203,120300,492
1110,111001,141
0844,084401,126
0518,051802,114
1301,130103,134
0567,056702,98
0129,012907,50
0617,061701,258
1124,112400,128
1092,109202,100
1649,164901,135
1298,129803,94
0713,071300,3438
0471,047104,183
0061,006101,79
0416,041600,101
0802,080203,101
0485,048500,435
1894,189400,77
0786,078602,109
1319,131902,53
0192,019200,128
0471,047104,183
0405,040501,87
0586,058602,85
1889,188901,123
1844,184400,60
0151,015100,99
0501,050100,109
1818,181803,70
0712,071201,114
1126,112600,99
1196,119601,104
1482,148204,61
1537,153702,114
0956,095603,42
1017,101703,75
0227,022700,125
0779,077905,105
0171,017104,221
1799,179903,102
1226,122600,113
0752,075203,83
1440,144003,125
0013,001302,318
0876,087602,100
1854,185406,160
1053,105301,160
0013,001300,750
1322,132200,104
1198,119800,93
0556,055600,430
1902,190200,540
0393,039303,124
1053,105301,160
0745,074501,69
1880,188002,96
0369,036900,78
0369,036900,78
0023,002300,90
0048,004801,64
0353,035306,86
1850,185002,58
1492,149202,320
0048,004803,440
0614,061400,92
0171,017104,1547
0358,035804,846
0344,034403,82
0742,074201,44
0939,093900,83
0147,014701,440
0456,045602,113
0523,052300,114
1994,199404,99
0407,040704,100
1883,188302,94
0617,061701,258
0353,035306,430
1341,134100,140
0482,048203,163
0649,064905,131
0407,040704,100
1053,105300,112
1765,176502,666
1258,125804,300
0605,060502,72
1319,131902,265
1273,127302,101
1293,129301,57
0929,092901,840
0854,085400,142
1021,102100,54
0690,069004,245
0405,040501,87
1100,110001,63
1466,146600,240
1772,177202,630
0153,015302,72
1537,153702,114
1771,177104,415
0407,040704,100
0013,001300,945
1509,150903,145
0605,060502,360
1409,140900,84
0386,038605,67
0506,050602,355
1799,179903,102
0939,093902,99
1376,137605,462
0728,072803,2545
0062,006201,415
0019,001902,575
0870,087000,127
1340,134000,125
0465,046500,61
0151,015100,99
1471,147100,53
0606,060602,320
0729,072900,169
0290,029000,97
1417,141703,185
0048,004803,88
1565,156500,250
1248,124805,70
1496,149602,118
0438,043802,120
0714,071401,60
0052,005200,58
1715,171502,82
0316,031601,81
0606,060602,64
1006,100601,222
1862,186200,101
1537,153702,222
1913,191300,84
1376,137605,77
0566,056608,440
1248,124805,70
0729,072900,169
0136,013601,696
1215,121503,1355
0188,018800,103
0596,059601,90
0694,069401,71
1215,121503,271
1853,185300,67
0523,052300,114
0175,017501,76
0376,037601,77
0340,034000,560
1565,156500,250
1765,176502,111
1668,166803,168
0107,010703,87
0472,047200,648
0846,084604,53
1261,126101,129
0604,060401,117
0023,002300,360
0578,057800,114
1117,111700,89
0604,060401,117
0295,029502,74
1489,148900,122
1415,141500,76
0266,026600,159
1763,176305,54
1649,164901,135
0013,001300,189
1215,121503,344
1226,122603,75
0854,085400,142
0606,060602,720
0266,026600,477
1570,157000,52
0612,061203,156
0769,076900,49
1007,100700,95
1107,110702,80
1198,119800,93
1400,140000,114
0713,071300,3438
0013,001302,137
1110,111001,282
0725,072501,165
0550,055003,642
0358,035804,141
0929,092901,389
1258,125804,100
0518,051802,114
1405,140503,97
0876,087602,100
0235,023501,81
0523,052300,114
0472,047200,540
0207,020700,160
1586,158605,618
1310,131000,880
0094,009404,87
0463,046307,58
1853,185300,117
0393,039303,1170
0713,071300,1719
1124,112402,186
0129,012907,136
0781,078100,204
0266,026600,237
0013,001302,411
1789,178900,86
1151,115102,231
1878,187801,142
0353,035306,86
1595,159501,139
0604,060401,585
0621,062100,450
1427,142700,540
1862,186200,101
0779,077901,285
1853,185300,585
0473,047303,721
1347,134702,76
1083,108301,248
0147,014701,88
1565,156500,250
1875,187504,172
0266,026600,237
0707,070700,240
0522,052203,77
1148,114804,328
0189,018903,464
1574,157403,98
0140,014000,504
1644,164402,108
1298,129803,94
1154,115400,93
1668,166803,840
0013,001300,945
1649,164901,243
1238,123804,105
0048,004801,320
0107,010703,87
0750,075000,80
0904,090400,102
0376,037601,77
0099,009902,396
1007,100700,95
1730,173005,47
1327,132700,75
1468,146801,91
1216,121600,480
0745,074501,69
0545,054503,31
0591,059107,99
0824,082403,59
1258,125804,100
0442,044204,357
1100,110003,320
0370,037000,57
0728,072803,509
0394,039401,266
0596,059601,540
1772,177201,268
0442,044204,119
1376,137605,77
0549,054906,310
1487,148704,309
0465,046500,366
0090,009002,83
0353,035306,86
1285,128501,129
0303,030302,101
0263,026304,73
0694,069401,71
1060,106004,78
0052,005200,58
1035,103504,504
1322,132200,104
1258,125804,188
1610,161001,72
1341,134100,28
1501,150100,62
1226,122600,113
1725,172506,73
1161,116101,125
0112,011201,46
0076,007605,85
1684,168403,107
1090,109003,1224
1405,140503,485
0023,002300,90
1053,105301,160
1378,137803,113
1991,199103,75
1193,119305,68
0506,050602,71
0344,034403,82
1258,125804,188
0129,012907,136
0463,046305,98
0694,069401,426
1886,188600,119
1336,133601,85
0126,012600,65
0773,077301,101
1133,113302,224
0518,051802,215
0407,040704,100
1260,126001,142
1525,152504,105
1440,144003,625
1478,147800,99
0604,060401,117
0597,059700,62
0542,054202,1485
0523,052300,114
1789,178900,86
0158,015803,58
0591,059107,99
0320,032001,121
0353,035306,86
1415,141500,76
1319,131902,265
0153,015302,675
0547,054700,144
1789,178900,86
0463,046307,156
0189,018903,116
0690,069004,245
0061,006101,79
1755,175504,83
1919,191900,610
0129,012907,136
1285,128501,129
0679,067905,159
1468,146801,546
1556,155601,88
0799,079901,180
1878,187801,142
1659,165902,129
1820,182004,109
1100,110001,63
1463,146303,173
1100,110001,441
1730,173005,282
0844,084401,126
0485,048500,87
0463,046307,156
1987,198701,58
1444,144403,159
1776,177601,102
0894,089401,1404
0208,020801,93
0844,084400,123
0282,028200,76
0320,032001,121
0104,010400,80
0340,034000,112
0581,058102,327
1427,142700,108
1226,122600,210
1646,164603,450
0717,071700,63
1551,155101,106
1902,190200,108
1556,155601,88
0854,085404,49
0361,036103,678
1755,175504,83
1273,127302,606
1763,176305,270
0175,017501,76
0371,037101,395
1143,114302,108
1574,157403,240
0779,077900,220
1875,187504,172
1886,188601,37
0048,004803,88
0423,042305,78
0423,042305,390
1137,113701,127
0828,082803,88
0312,031203,104
1649,164901,393
1739,173902,45
1007,100700,204
1943,194300,245
1007,100700,816
1925,192500,45
0338,033801,55
1021,102100,54
1175,117501,84
1684,168403,642
0523,052300,570
0188,018800,618
0769,076900,49
0094,009404,87
1649,164903,72
0545,054503,31
1334,133400,37
1546,154601,72
1556,155601,440
0386,038605,335
1772,177201,268
0546,054605,97
0405,040501,87
1896,189601,30
1634,163400,97
0416,041600,101
1170,117003,100
0465,046500,61
1340,134000,875
0522,052203,77
1378,137803,678
0952,095201,86
1322,132200,104
1835,183504,56
1943,194300,490
0604,060401,117
0536,053604,87
1556,155601,250
0346,034600,897
0550,055003,107
1489,148900,171
1273,127302,404
1489,148902,140
1883,188302,94
0556,055600,86
0508,050800,52
0712,071201,114
0807,080700,37
0412,041201,87
0119,011903,68
0024,002400,826
0376,037601,77
1067,106705,268
0725,072501,66
0523,052300,114
0227,022700,125
1083,108300,123
1380,138005,244
1291,129100,81
0573,057301,135
1021,102100,54
1921,192103,79
0623,062301,108
0597,059700,56
0678,067801,88
0319,031904,118
0054,005404,127
1624,162401,121
0751,075103,165
0621,062100,150
1347,134702,76
0596,059601,680
0569,056902,141
1143,114302,108
1987,198701,58
1844,184400,60
0716,071600,137
1361,136102,83
1925,192500,270
0369,036901,83
1336,133601,425
1015,101501,57
1686,168602,349
0725,072501,33
0048,004803,88
1788,178802,216
0939,093900,498
1315,131504,63
1301,130103,134
1083,108301,114
0346,034600,299
1221,122101,121
0781,078100,340
0189,018900,101
0694,069401,71
1056,105604,40
0997,099702,109
0175,017501,532
1880,188002,48
0346,034600,1495
1143,114302,108
0192,019200,768
0085,008500,177
0585,058501,230
1720,172003,213
0438,043802,720
0807,080700,72
1400,140000,684
0824,082403,177
1799,179903,102
0263,026304,73
1107,110702,400
0315,031501,251
1400,140000,114
1444,144403,636
0175,017505,201
1674,167405,180
1361,136102,83
0302,030202,480
1812,181200,57
1551,155101,530
1880,188002,48
0080,008001,69
1444,144403,159
1322,132200,104
1383,138301,86
1903,190301,29
1714,171400,496
1287,128703,70
0094,009404,87
0477,047700,110
0140,014000,84
1207,120700,92
1595,159501,139
1287,128703,490
1568,156800,135
1067,106705,1608
0485,048500,87
0062,006201,83
0623,062301,108
1203,120303,150
1378,137803,565
0856,085602,93
1336,133600,335
1808,180800,101
1463,146303,173
1925,192500,90
1090,109003,204
0112,011201,184
0266,026601,27
1903,190301,29
0423,042305,468
1261,126101,129
1674,167405,1108
0522,052201,94
0894,089401,702
1430,143002,480
1565,156500,250
0207,020700,160
1417,141703,185
0193,019301,927
1393,139300,83
1230,123000,102
0407,040704,500
0193,019301,309
0567,056702,98
1296,129603,80
0175,017501,76
1862,186203,72
0714,071401,60
0108,010800,700
0376,037601,150
1336,133601,85
1198,119800,465
0438,043802,480
1032,103200,92
0423,042305,78
1816,181600,36
1108,110801,121
1298,129803,94
1216,121600,80
1579,157902,97
0690,069004,245
1427,142700,108
1361,136102,83
1133,113302,1120
1083,108301,114
0918,091803,152
0567,056702,98
0506,050602,71
1903,190301,45
1974,197400,95
0769,076900,92
1471,147100,53
1736,173603,840
0052,005200,58
0679,067905,954
0552,055202,696
0025,002501,460
0649,064905,131
0707,070700,240
0295,029502,74
0856,085602,93
1291,129100,81
0508,050800,312
1894,189400,77
1145,114501,76
0293,029302,246
0266,026600,237
1649,164901,393
0751,075103,330
0578,057800,114
0714,071401,360
1668,166803,168
0193,019301,309
1369,136902,109
1862,186200,606
0736,073600,89
1100,110003,80
0522,052203,231
1578,157805,99
0536,053604,87
1903,190301,45
1429,142902,89
0572,057202,106
1659,165901,167
1714,171400,496
1579,157902,97
0134,013404,67
1770,177000,110
1570,157000,52
1649,164901,393
1124,112402,1116
0189,018900,101
0079,007901,34
0107,010703,522
0707,070700,240
1755,175504,83
0736,073600,89
0085,008500,59
1376,137605,77
0713,071300,2865
0929,092901,571
0918,091803,152
0188,018800,618
0725,072501,132
1196,119601,624
1151,115102,231
1340,134000,625
0742,074201,264
1487,148704,103
1883,188302,470
1258,125804,188
1763,176305,54
1032,103200,92
0956,095603,42
1430,143002,80
0338,033801,55
1056,105604,40
0129,012906,260
1811,181100,375
1444,144403,954
1496,149602,590
0960,096001,49
0565,056500,67
1133,113302,672
0788,078801,133
0717,071700,63
0522,052203,462
0960,096001,285
0910,091000,120
1525,152504,172
0295,029502,74
0887,088701,1855
0617,061701,43
0107,010703,87
1400,140000,114
0188,018800,412
0606,060602,196
0484,048401,78
1364,136402,1356
0501,050100,545
0134,013404,67
1772,177202,126
1230,123000,188
1770,177000,110
1207,120700,92
0596,059601,850
0501,050100,109
0679,067905,795
1771,177104,415
1361,136102,83
1556,155601,250
0369,036900,78
1801,180100,1420
1659,165902,129
1405,140503,97
0026,002605,75
1216,121600,80
0612,061203,156
1319,131902,53
0013,001302,685
0844,084401,126
1633,163302,298
1649,164901,393
0788,078801,133
0728,072803,509
1919,191900,122
1720,172003,71
1334,133400,222
0876,087602,100
0570,057004,111
1565,156500,250
1765,176502,111
1883,188302,94
1336,133601,85
1301,130103,256
1646,164603,90
0844,084400,123
1340,134000,375
1400,140000,684
1804,180403,106
0115,011502,66
0361,036103,339
1895,189503,119
1143,114302,108
1376,137605,77
1880,188002,48
1057,105702,455
1435,143502,128
0694,069401,71
0596,059601,170
0112,011201,230
0085,008500,59
1811,181100,75
1143,114302,108
0749,074904,98
1382,138203,151
1117,111700,445
0712,071201,114
1444,144403,636
0171,017104,884
0136,013601,116
0140,014000,84
1193,119305,68
0136,013601,116
0960,096002,450
0823,082303,123
1013,101300,565
1515,151500,540
1310,131000,220
0405,040501,87
0315,031501,251
1215,121503,344
1229,122901,620
0690,069004,245
0412,041201,752
0918,091803,152
0614,061400,178
1839,183902,408
0151,015100,99
0062,006201,83
1468,146801,91
1574,157403,1200
1570,157000,90
0129,012907,136
1341,134100,28
0471,047101,108
0138,013801,75
0048,004803,88
0777,077700,230
1148,114803,90
1021,102100,54
0108,010800,100
1570,157000,90
1902,190200,108
0220,022000,99
0423,042305,78
0779,077905,105
0121,012101,84
0198,019800,618
1143,114302,108
0569,056902,262
1405,140503,97
1006,100601,222
1221,122101,605
1477,147704,131
0949,094901,93
0482,048203,163
0193,019301,309
1705,170502,63
1725,172506,438
1674,167405,1385
1772,177201,1608
1221,122103,54
1639,163900,138
0369,036900,78
1203,120303,298
1327,132705,71
1160,116001,530
1955,195503,585
1124,112400,64
1492,149206,96
1515,151502,555
0023,002300,90
0268,026800,127
0299,029902,149
1925,192500,225
0876,087602,100
0344,034403,410
1117,111700,89
0585,058501,230
1674,167405,277
0729,072900,1183
1478,147800,1000
0438,043802,240
0341,034102,480
1735,173500,172
1400,140000,114
0121,012101,995
0477,047701,24
0591,059107,594
0869,086900,342
0894,089401,1170
0312,031203,104
1080,108004,77
0104,010402,55
1579,157902,97
0804,080404,111
1771,177104,83
1896,189601,30
0799,079901,180
0616,061601,124
0678,067801,88
0566,056608,88
0054,005401,707
1763,176305,54
0079,007901,96
1115,111500,276
1677,167705,79
0606,060602,196
1674,167405,277
1336,133601,85
0255,025502,97
0048,004801,131
0614,061400,890
0807,080700,595
1919,191900,122
1463,146303,173
0569,056902,1310
0062,006201,83
1310,131000,220
0208,020801,93
0542,054202,297
0456,045602,565
0751,075103,136
0506,050602,256
0341,034102,80
0604,060401,585
1714,171400,496
0578,057800,1230
0302,030201,172
1145,114501,304
0080,008001,69
0501,050100,545
1364,136402,678
1574,157403,340
0744,074400,440
0405,040502,78
0522,052201,94
0407,040704,500
0188,018800,103
1804,180403,372
1771,177104,415
0456,045602,113
0518,051802,215
0369,036900,78
0471,047101,324
0471,047101,648
0171,017104,339
0353,035306,516
0394,039401,266
1032,103200,368
0694,069401,71
0545,054503,425
1230,123000,188
1677,167705,474
1632,163202,67
1440,144003,625
1068,106801,610
0085,008500,59
0463,046307,156
0300,030002,114
0266,026600,237
1523,152302,97
1558,155804,131
0192,019200,640
1223,122300,100
0604,060401,117
1230,123000,1128
1053,105300,112
1501,150100,62
0203,020300,131
0472,047200,108
0405,040501,522
0126,012600,65
0418,041802,130
1215,121507,128
0663,066302,63
0361,036103,113
1263,126302,69
0442,044204,119
0844,084401,219
1705,170502,63
1987,198701,58
0956,095603,42
1400,140000,114
1258,125804,188
1730,173005,47
0887,088701,371
1903,190301,45
1238,123804,105
0876,087602,100
1188,118800,120
1705,170502,63
1684,168403,975
1883,188302,94
0550,055003,321
0405,040502,78
0315,031501,251
0546,054605,97
1083,108300,123
0263,026304,73
1894,189400,77
1610,161001,655
0412,041201,188
0302,030202,176
1383,138301,86
0405,040501,609
1896,189601,30
0678,067801,88
1293,129301,57
0545,054503,375
1405,140503,97
0143,014301,30
1950,195003,590
1115,111500,345
1322,132200,104
1772,177202,126
0143,014301,30
0120,012000,118
1556,155601,250
0960,096002,75
1261,126101,129
0025,002501,184
1083,108300,861
1053,105300,336
1400,140000,798
1248,124805,140
0227,022704,108
0340,034000,112
1151,115101,50
1903,190301,45
1409,140900,504
1017,101703,450
1896,189601,30
0663,066302,378
1067,106705,1340
0048,004803,88
1662,166204,98
0302,030202,176
0361,036103,113
0679,067901,45
1417,141703,185
1889,188901,738
1291,129100,324
1804,180403,930
0188,018800,103
0623,062301,108
1943,194300,245
0052,005200,58
1862,186203,72
1714,171400,496
0386,038605,894
1296,129603,80
0151,015100,208
0969,096902,141
0485,048500,435
0745,074501,69
1198,119800,93
0799,079901,180
1913,191300,504
0707,070700,240
1319,131902,318
1925,192500,45
1007,100700,1224
0412,041201,305
0266,026600,1422
1175,117501,84
0591,059107,297
1705,170501,379
1955,195503,117
0361,036103,565
0546,054605,679
0781,078100,68
1417,141703,185
1238,123804,60
0751,075103,210
1835,183504,56
1400,140000,456
1298,129803,94
0550,055003,535
0367,036703,102
1776,177601,211
1215,121503,344
1556,155601,250
0597,059700,392
1454,145403,131
1649,164901,393
0293,029302,82
0807,080700,119
0061,006101,79
0244,024401,128
1230,123000,188
0427,042703,255
0386,038605,447
0728,072803,4602
1421,142101,117
1889,188901,738
1229,122901,124
1725,172504,135
1033,103300,100
1705,170501,433
0887,088701,2226
1943,194300,1470
0266,026600,367
0393,039303,195
1669,166901,540
0485,048500,87
1463,146303,173
0506,050602,128
0750,075000,80
0597,059700,56
1489,148900,171
1953,195300,214
0203,020300,234
0536,053604,435
0522,052203,540
1771,177104,83
1492,149206,96
0108,010800,100
0175,017501,76
0048,004801,131
1537,153702,222
0319,031904,708
0712,071201,570
0565,056500,67
0844,084401,400
0712,071201,570
0482,048203,163
1730,173005,47
1007,100700,204
0590,059000,109
0934,093400,62
0104,010402,55
0960,096001,95
0302,030201,516
0482,048203,371
0438,043802,600
0590,059003,369
0751,075103,1260
0129,012907,136
1417,141703,185
1896,189601,30
0949,094901,93
0678,067800,143
1287,128703,70
1854,185406,160
0412,041201,305
0773,077301,101
1319,131902,53
1334,133400,37
0701,070100,85
0556,055600,86
0554,055401,450
1690,169004,122
1477,147704,131
1341,134100,28
1296,129603,80
1974,197403,324
0590,059003,123
1007,100700,1224
1862,186200,303
0191,019104,171
0751,075103,210
1639,163900,138
1875,187504,1204
1844,184400,60
0438,043802,120
1083,108300,123
0983,098300,101
1148,114803,90
1772,177201,804
1556,155601,250
1674,167405,277
1776,177601,211
1145,114501,228
0198,019800,103
0524,052400,76
1839,183902,408
1215,121507,384
0663,066302,315
0299,029902,894
0707,070700,240
1380,138005,244
1925,192500,45
1489,148900,171
1659,165902,645
0616,061601,124
1229,122901,124
0967,096704,74
0556,055600,516
0742,074201,220
0799,079901,180
0725,072501,33
1894,189400,77
0120,012000,416
0341,034102,80
0338,033802,137
1327,132705,71
0203,020300,234
0099,009902,99
1674,167405,1108
0799,079901,180
1100,110001,63
0894,089401,1098
1301,130103,1280
0405,040501,261
1668,166803,1008
1430,143002,80
0617,061702,209
0971,097100,325
0717,071700,63
0542,054202,297
1839,183902,408
1007,100700,204
0346,034600,299
0621,062100,150
0971,097100,65
1651,165101,456
1799,179903,102
0728,072803,4602
1677,167705,79
0728,072803,3068
0749,074904,98
0779,077901,57
0013,001300,189
0550,055004,85
1565,156500,1500
1261,126101,129
1017,101703,75
0104,010402,55
1763,176305,54
0550,055003,107
0442,044204,119
1468,146801,546
1293,129301,399
1021,102100,54
1632,163202,67
0567,056702,98
1148,114804,1640
0707,070700,1680
0471,047104,183
1038,103804,80
0369,036900,468
0153,015302,222
0120,012000,208
1571,157103,510
0104,010401,147
1886,188600,833
1889,188903,102
1720,172003,71
1364,136402,226
1705,170501,2165
1334,133400,37
1151,115102,231
1260,126001,852
1489,148900,171
0319,031904,118
0751,075103,1850
1639,163900,690
0604,060401,1212
1886,188600,119
0062,006201,415
1925,192500,45
1994,199404,99
0175,017501,76
1839,183902,408
1487,148704,103
0302,030201,860
1613,161302,126
1496,149602,118
1158,115804,52
1301,130103,256
1258,125804,188
1570,157000,672
0749,074904,98
1382,138203,151
1480,148000,450
1716,171603,75
0147,014700,100
1053,105301,960
1558,155803,28
0596,059601,850
0751,075103,370
0931,093101,99
0399,039902,108
1117,111700,89
0054,005401,101
1258,125804,188
0717,071700,63
1613,161302,126
0315,031501,251
0597,059700,90
1315,131504,63
1883,188302,94
0717,071700,63
0120,012000,208
0854,085404,196
0189,018903,116
0002,000202,62
1489,148902,140
0573,057301,135
1558,155803,28
0285,028503,101
1482,148204,366
0438,043802,120
0508,050800,52
1556,155601,1250
0578,057800,340
0971,097100,65
0358,035804,141
1238,123804,60
1440,144003,125
0876,087602,100
0844,084400,492
1896,189601,30
1492,149206,96
1017,101703,75
0002,000202,62
0610,061002,111
1955,195503,117
0544,054400,102
1158,115804,52
0191,019104,171
1364,136402,226
1477,147704,131
1578,157805,99
0542,054202,297
1223,122300,600
1631,163101,660
1378,137803,537
0904,090400,102
0518,051802,420
1287,128703,141
0983,098300,101
0501,050100,109
0501,050100,109
1556,155601,250
1226,122600,210
0960,096002,75
0728,072803,767
1319,131902,53
1492,149206,96
1763,176305,54
0062,006201,83
0054,005401,505
1884,188400,78
0773,077301,707
0405,040502,390
1107,110702,80
1229,122901,124
1516,151601,63
0996,099600,405
0570,057004,111
0621,062100,150
1987,198701,58
1226,122600,210
1919,191900,828
1902,190200,108
1327,132705,71
0320,032001,121
1725,172503,1380
1057,105702,91
0522,052203,900
1496,149602,118
0547,054700,720
0405,040501,87
0191,019104,855
1689,168900,46
1717,171700,1068
0983,098300,101
0341,034102,480
0371,037101,79
0178,017803,82
0854,085400,142
1854,185406,160
0546,054605,97
1414,141405,61
1492,149206,576
1894,189400,231
1090,109003,1020
0405,040501,87
1720,172003,71
0438,043802,120
1107,110702,80
0663,066302,189
1884,188400,78
0405,040502,78
1717,171700,356
1674,167405,1385
1376,137605,77
0293,029302,82
1405,140503,485
0729,072900,1185
0856,085602,93
0108,010800,100
0346,034600,299
0939,093900,166
1894,189400,77
0062,006201,83
0802,080203,404
0107,010703,87
1416,141603,312
0523,052300,114
1291,129100,81
0846,084604,53
1496,149602,708
0728,072803,767
1057,105702,91
1736,173603,120
0076,007605,154
0569,056902,262
1033,103300,100
0370,037000,103
1477,147704,356
1925,192500,45
0189,018900,101
1987,198701,290
1145,114501,111
0178,017803,82
1440,144003,125
1378,137803,179
0894,089401,400
1844,184400,113
1260,126001,142
0616,061601,124
0869,086900,57
1229,122902,384
1137,113701,127
1336,133600,67
0828,082802,123
1013,101300,113
0026,002605,375
1100,110001,63
1322,132200,104
1336,133600,67
1578,157805,99
1677,167705,395
0463,046307,156
1215,121503,1376
0315,031501,251
1017,101703,620
1705,170501,433
1714,171400,496
1361,136102,83
0068,006801,356
0939,093900,498
1327,132705,71
1463,146303,173
1021,102101,51
1216,121600,400
0971,097100,339
0960,096002,75
1610,161001,131
0533,053304,65
0678,067801,352
1361,136102,83
1714,171400,496
1844,184400,113
0361,036103,113
1505,150502,107
1221,122101,121
1610,161001,131
0191,019104,171
1083,108300,123
0255,025502,97
0606,060602,196
1669,166901,108
0736,073600,89
1896,189601,30
0536,053604,87
1148,114804,328
1566,156600,88
1151,115102,362
0054,005401,606
0353,035306,430
0556,055600,86
0484,048401,78
1400,140000,114
0423,042305,78
1763,176305,54
0844,084400,369
0147,014701,88
1705,170502,315
1817,181705,26
1310,131000,220
0136,013601,193
0918,091803,152
1908,190802,400
1886,188600,119
0192,019200,128
1148,114803,450
1799,179903,204
1463,146303,173
1578,157805,99
1950,195003,118
0093,009301,113
1110,111001,141
0255,025502,97
0013,001302,137
0728,072803,767
0315,031501,251
1110,111001,141
1558,155803,140
1889,188903,102
0121,012101,199
0191,019100,121
0717,071700,63
0109,010905,63
0616,061601,124
1669,166901,540
1053,105300,112
0518,051802,420
0501,050100,654
0193,019301,309
1820,182004,436
0694,069401,426
1175,117501,84
0013,001302,137
0290,029000,97
1021,102100,270
0736,073600,445
0386,038605,149
0023,002300,90
1570,157000,1008
0048,004801,131
0080,008001,414
0590,059003,123
0471,047101,540
0701,070100,425
1537,153702,1110
1006,100601,222
0108,010800,400
1610,161001,131
1484,148401,340
0198,019800,103
0533,053304,65
0094,009404,87
1090,109003,204
1137,113701,127
